,"time, s","x_all, m^2","y_all, m^2","z_all, m^2","r_all, m^2","x_2, m^2","y_2, m^2","z_2, m^2","r_2, m^2","x_5, m^2","y_5, m^2","z_5, m^2","r_5, m^2"
122,9.15e-09,2.6316487471077336e-20,2.4467822456058402e-20,2.317461147194517e-20,7.395892139908091e-20,3.473130747791367e-20,3.171964183591735e-20,3.096394004474623e-20,9.741488935857726e-20,9.503282652730525e-21,9.978347406066795e-21,7.61116785871178e-21,2.7092797917509097e-20
123,9.225e-09,2.618477470050872e-20,2.4390050035473533e-20,2.3273129057250016e-20,7.384795379323228e-20,3.4599981072658366e-20,3.156778724379447e-20,3.094081957212231e-20,9.710858788857515e-20,9.370797906155038e-21,1.0048594636816654e-20,7.952723985542305e-21,2.7372116528514e-20
124,9.3e-09,2.6098555256778634e-20,2.4924550397618925e-20,2.321867920452713e-20,7.424178485892469e-20,3.44488597809278e-20,3.2102904925315913e-20,3.088480114926569e-20,9.743656585550941e-20,9.414255397004054e-21,1.0581861565911855e-20,7.90140820947332e-21,2.789752517238923e-20
125,9.375e-09,2.6907321535193183e-20,2.5211538801452077e-20,2.3590893287409212e-20,7.570975362405447e-20,3.5476909812027456e-20,3.234903388829644e-20,3.1371500055868104e-20,9.919744375619199e-20,9.784882458627831e-21,1.095048904785484e-20,8.044876248086064e-21,2.878024775456874e-20
126,9.45e-09,2.663603946950748e-20,2.5544878000888204e-20,2.394823108910999e-20,7.612914855950567e-20,3.501953442175331e-20,3.279607957354537e-20,3.163029667243483e-20,9.94459106677335e-20,9.885423578594408e-21,1.1056637358645473e-20,8.599103956802742e-21,2.954116489404262e-20
127,9.525e-09,2.6652563282196638e-20,2.552853234992397e-20,2.40148272004456e-20,7.619592283256621e-20,3.512375055308618e-20,3.2677420107608033e-20,3.1740163450805426e-20,9.954133411149964e-20,9.726734028056016e-21,1.1244719505957574e-20,8.57924324708992e-21,2.955069678110351e-20
128,9.6e-09,2.7058248103703906e-20,2.5220455604863664e-20,2.4641927688365333e-20,7.692063139693291e-20,3.5725683556250204e-20,3.249836640185003e-20,3.2645103633538043e-20,1.0086915359163829e-19,9.740305783479572e-21,1.06788486804163e-20,8.651207001037829e-21,2.90703614649337e-20
129,9.675e-09,2.742564995850311e-20,2.5407807689623522e-20,2.4686932019756405e-20,7.752038966788304e-20,3.5926205000250455e-20,3.2660383934056594e-20,3.279360099930179e-20,1.0138018993360884e-19,1.0441142521574342e-20,1.09168203887348e-20,8.489427398516312e-21,2.984739030882545e-20
130,9.75e-09,2.732802903473867e-20,2.527045578873479e-20,2.4672083612162967e-20,7.727056843563643e-20,3.568192115567127e-20,3.2424126517098235e-20,3.249837779091288e-20,1.0060442546368239e-19,1.0636560988422159e-20,1.0977086345149239e-20,9.034780985481017e-21,3.064842831905242e-20
131,9.825e-09,2.766767130455948e-20,2.539536829222317e-20,2.5017204876615668e-20,7.808024447339832e-20,3.6227127288152044e-20,3.253017366981568e-20,3.303130073873929e-20,1.0178860169670701e-19,1.056547702484229e-20,1.1139692703791259e-20,9.004665683349127e-21,3.0709835411982676e-20
132,9.9e-09,2.7924629546548925e-20,2.5584448234286938e-20,2.510250716112081e-20,7.861158494195667e-20,3.634348597988452e-20,3.284528331297427e-20,3.314391464878403e-20,1.0233268394164282e-19,1.110335975884909e-20,1.1076959395425338e-20,9.035398059793705e-21,3.121571721406814e-20
133,9.975e-09,2.813595408379927e-20,2.603504208398908e-20,2.5065160237342857e-20,7.92361564051312e-20,3.6603886478285866e-20,3.348437072949314e-20,3.3085856441490023e-20,1.0317411364926903e-19,1.1216628225284055e-20,1.1150934262991723e-20,9.039433251322245e-21,3.1406995739598023e-20
134,1.005e-08,2.813153490367622e-20,2.5766899054277105e-20,2.5188951649511688e-20,7.908738560746502e-20,3.675266215858476e-20,3.321320390470246e-20,3.3384047311611076e-20,1.0334991337489829e-19,1.090611853302889e-20,1.0888832917587363e-20,8.814766371527941e-21,3.060971782214419e-20
135,1.0125e-08,2.831572658866759e-20,2.583634252303779e-20,2.552484517136043e-20,7.96769142830658e-20,3.6840156222815136e-20,3.32324045041126e-20,3.380674068949527e-20,1.03879301416423e-19,1.1283516597001695e-20,1.1058663994444966e-20,8.977229712274602e-21,3.131941030372126e-20
136,1.02e-08,2.840296527038931e-20,2.6321549849350702e-20,2.5685317901936874e-20,8.040983302167689e-20,3.721796961844356e-20,3.4002476238464807e-20,3.397910572057917e-20,1.0519955157748754e-19,1.0790173379648103e-20,1.0974698880476226e-20,9.113941068985589e-21,3.0878813329109916e-20
137,1.0275e-08,2.8848546469145996e-20,2.620604421690758e-20,2.5645483132081786e-20,8.070007381813536e-20,3.764658342180985e-20,3.3717857551703436e-20,3.392804021654025e-20,1.0529248119005352e-19,1.1269656229741485e-20,1.1197089057735394e-20,9.096545832470464e-21,3.1563291119947343e-20
138,1.035e-08,2.8998645393025806e-20,2.6185630159467115e-20,2.5723489445663606e-20,8.090776499815653e-20,3.7533325315231304e-20,3.365326537134931e-20,3.400681172800541e-20,1.0519340241458602e-19,1.1945954845337876e-20,1.1264944960725942e-20,9.17302324481269e-21,3.23839230508765e-20
139,1.0425e-08,2.8923784615623644e-20,2.6712739324294462e-20,2.573605415820621e-20,8.137257809812432e-20,3.7332635316802197e-20,3.440404116336421e-20,3.3913067033690087e-20,1.0564974351385649e-19,1.212250674979228e-20,1.1345157720059415e-20,9.397999135510894e-21,3.286566360536259e-20
140,1.05e-08,2.976785883745839e-20,2.6979468304707e-20,2.5799174418100427e-20,8.254650156026581e-20,3.871564172934449e-20,3.476776440102405e-20,3.3979741365431926e-20,1.0746314749580047e-19,1.1889769192146904e-20,1.1418087627886009e-20,9.454018193256444e-21,3.276187501328936e-20
141,1.0575e-08,2.9943437238434444e-20,2.6846229957695894e-20,2.618281672520208e-20,8.297248392133241e-20,3.892008703603134e-20,3.46611089459077e-20,3.459384027185803e-20,1.0817503625379707e-19,1.2007670162376578e-20,1.1231735416796134e-20,9.377197412254727e-21,3.261660299142744e-20
142,1.065e-08,2.9933228277169975e-20,2.655289437130787e-20,2.5972831527305228e-20,8.245895417578307e-20,3.8811426069874967e-20,3.4382545288807904e-20,3.4301210785257284e-20,1.0749518214394015e-19,1.2194172921823856e-20,1.0908884823256041e-20,9.332339377139303e-21,3.24353971222192e-20
143,1.0725e-08,3.043277976634383e-20,2.6854738971914838e-20,2.6780555781301904e-20,8.406807451956059e-20,3.9406081804037374e-20,3.480492003096051e-20,3.5463991807003684e-20,1.0967499364200158e-19,1.2503701671499123e-20,1.0969904551204453e-20,9.430643565886036e-21,3.2904249788589615e-20
144,1.08e-08,3.0258245547918475e-20,2.6759301268410462e-20,2.66345141855516e-20,8.365206100188053e-20,3.910934939131676e-20,3.495619545664216e-20,3.532475196784383e-20,1.0939029681580275e-19,1.2573325173316028e-20,1.0381522450908454e-20,9.27101174163566e-21,3.222585936586014e-20
145,1.0875e-08,3.0445731249353825e-20,2.718348276179379e-20,2.6847732140621138e-20,8.447694615176875e-20,3.9461194662551315e-20,3.541643867913997e-20,3.560428061465152e-20,1.104819139563428e-19,1.2432412749937743e-20,1.0733650919127517e-20,9.351737826298705e-21,3.2517801495363965e-20
146,1.095e-08,3.1223781370541037e-20,2.6957029323944333e-20,2.7366770663090956e-20,8.554758135757632e-20,4.060333970611252e-20,3.5053461209114084e-20,3.6428322042373915e-20,1.120851229576005e-19,1.2482984149272279e-20,1.0779978897130564e-20,9.261366247062696e-21,3.252432929346554e-20
147,1.1025e-08,3.149033634751822e-20,2.711178732350899e-20,2.7596259367850965e-20,8.619838303887818e-20,4.096081373279782e-20,3.515181510883052e-20,3.681063645375616e-20,1.129232652953845e-19,1.2567878603102163e-20,1.104743493213414e-20,9.185502026286492e-21,3.2800815561522794e-20
148,1.11e-08,3.148559552139368e-20,2.7323049510865646e-20,2.7894194682594156e-20,8.670283971485348e-20,4.0833043207202105e-20,3.523047691293994e-20,3.7125391915692497e-20,1.1318891203583454e-19,1.2808956883538178e-20,1.1523638900861725e-20,9.449829898493381e-21,3.378242568289329e-20
149,1.1174999999999999e-08,3.161439447560436e-20,2.7566280892437686e-20,2.790345764658921e-20,8.708413301463124e-20,4.1133988534308587e-20,3.5728261326555164e-20,3.720195082958021e-20,1.1406420069044395e-19,1.2593799315341834e-20,1.1258261392238109e-20,9.324632400105255e-21,3.3176693107685195e-20
150,1.125e-08,3.164456544007904e-20,2.7785377705534184e-20,2.8559507451217566e-20,8.798945059683079e-20,4.126650596168085e-20,3.605243117279876e-20,3.801945424405764e-20,1.1533839137853724e-19,1.2419477249456687e-20,1.1267417359808298e-20,9.658090324117212e-21,3.33449849333822e-20
151,1.1325e-08,3.2007396335111096e-20,2.799132874996572e-20,2.852282358766562e-20,8.852154867274245e-20,4.1640465206446437e-20,3.645924782762539e-20,3.795021591678938e-20,1.160499289508612e-19,1.2760073180079727e-20,1.1072029499094938e-20,9.686451805060924e-21,3.351855448423559e-20
152,1.14e-08,3.210867943701368e-20,2.8642785887054573e-20,2.9365067864848883e-20,9.011653318891714e-20,4.1817197463887307e-20,3.7203372437401716e-20,3.910154321572854e-20,1.1812211311701754e-19,1.2710605332537662e-20,1.1538332681966432e-20,9.911133716509255e-21,3.4160071731013346e-20
153,1.1475e-08,3.2105157218633693e-20,2.8333212703965943e-20,2.9208019938953676e-20,8.964638986155332e-20,4.169831564412454e-20,3.6690494949780404e-20,3.886611276637877e-20,1.1725492336028372e-19,1.2937577005201796e-20,1.1634971029223372e-20,9.910697746657056e-21,3.448324578108222e-20
154,1.155e-08,3.256002268159393e-20,2.8963618452996416e-20,3.0051045425361624e-20,9.157468655995197e-20,4.228939468482743e-20,3.7567889777579846e-20,3.985768608655315e-20,1.1971497054896043e-19,1.3120281354820762e-20,1.1771881021260385e-20,1.0456917698019951e-20,3.5349080074101095e-20
155,1.1625e-08,3.2889728349396447e-20,2.900124519700322e-20,3.059338629028522e-20,9.24843598366849e-20,4.263123782636735e-20,3.776103527884518e-20,4.0344222828862827e-20,1.2073649593407536e-19,1.3425735781151844e-20,1.14987739983229e-20,1.1110757815744424e-20,3.603526759521917e-20
156,1.17e-08,3.337534125642335e-20,2.918961896297811e-20,3.083936776920714e-20,9.34043279886086e-20,4.3436435410942434e-20,3.793580830450479e-20,4.081405730986092e-20,1.2218630102530814e-19,1.3272803521905706e-20,1.1714322680982418e-20,1.090947050340865e-20,3.589659670629678e-20
157,1.1775e-08,3.328195219754059e-20,2.9376806071860356e-20,3.11705641889496e-20,9.382932245835054e-20,4.3304136524092874e-20,3.8204754390463774e-20,4.133815102592495e-20,1.228470419404816e-19,1.3257158123198806e-20,1.1738151521213304e-20,1.0855249083039879e-20,3.5850558727451995e-20
158,1.185e-08,3.3536718030964554e-20,2.963679605349197e-20,3.166087522541441e-20,9.483438930987095e-20,4.393244560014911e-20,3.855660009691388e-20,4.2114232037811535e-20,1.2460327773487452e-19,1.2765567048004014e-20,1.1814609458920458e-20,1.0774578313144392e-20,3.5354754820068865e-20
159,1.1925e-08,3.3301684886228436e-20,2.9583792751042776e-20,3.171895090840925e-20,9.460442854568046e-20,4.3546426589430866e-20,3.851691221640292e-20,4.2312800315420215e-20,1.24376139121254e-19,1.2832210740962641e-20,1.1735001319278282e-20,1.0551943206510412e-20,3.5119155266751337e-20
160,1.2e-08,3.322106943039787e-20,3.0264991057235156e-20,3.202672163314502e-20,9.551278212077804e-20,4.32551048962998e-20,3.9741783869396584e-20,4.2685988448082364e-20,1.2568287721377877e-19,1.3172596224113327e-20,1.132991479387355e-20,1.0729006883768252e-20,3.5231517901755127e-20
161,1.2075e-08,3.3048450653694295e-20,3.018851501378463e-20,3.233781665543839e-20,9.55747823229173e-20,4.3302578489273175e-20,3.954151439903198e-20,4.29453586565531e-20,1.2578945154485827e-19,1.2560222575965393e-20,1.1500783820214252e-20,1.1143450508679904e-20,3.5204456904859545e-20
162,1.215e-08,3.404217770732277e-20,2.9992213830849624e-20,3.242247785894813e-20,9.645686939712054e-20,4.457111050670394e-20,3.924958118472113e-20,4.3035264325637115e-20,1.2685595601706219e-19,1.3004876430434222e-20,1.1495559918719651e-20,1.1217633024137914e-20,3.571806937329179e-20
163,1.2225e-08,3.43669125632056e-20,3.0734530247624653e-20,3.317480254775085e-20,9.82762453585811e-20,4.508759021753468e-20,4.0392174074667446e-20,4.4145443713481545e-20,1.2962520800568366e-19,1.2946496078091035e-20,1.1438105179138782e-20,1.1254947249816285e-20,3.56395485070461e-20
164,1.23e-08,3.4729942773150116e-20,3.1071980360268634e-20,3.276012544682958e-20,9.856204858024831e-20,4.571749852907928e-20,4.064736255864057e-20,4.360180936910412e-20,1.2996667045682396e-19,1.2776291331127563e-20,1.1939917881880948e-20,1.1097932766191174e-20,3.581414197919969e-20
165,1.2375e-08,3.477784337088252e-20,3.1012191876442216e-20,3.3178679057968845e-20,9.896871430529359e-20,4.5776254659457385e-20,4.0860946485850595e-20,4.4177852674418653e-20,1.308150538197266e-19,1.280250206578079e-20,1.1333918506471958e-20,1.1201814586038856e-20,3.53382351582916e-20
166,1.245e-08,3.4976347150592113e-20,3.1804936855093426e-20,3.2973958389223315e-20,9.975524239490884e-20,4.5983735140406775e-20,4.1649548479098694e-20,4.381584467165346e-20,1.3144912829115892e-19,1.2983069975630404e-20,1.2134941364161049e-20,1.1311361383508382e-20,3.6429372723299833e-20
167,1.2525e-08,3.500250403566047e-20,3.219151421238289e-20,3.4175648503473596e-20,1.0136966675151696e-19,4.594948559004815e-20,4.22557856081122e-20,4.543651864916772e-20,1.3364178984732806e-19,1.3129921750233518e-20,1.2082628200994063e-20,1.1675902099088666e-20,3.688845205031625e-20
168,1.26e-08,3.5500855849460937e-20,3.268125699093591e-20,3.403186125474249e-20,1.0221397409513934e-19,4.671586273467237e-20,4.288648620614902e-20,4.51129525188206e-20,1.34715301459642e-19,1.3092746389360741e-20,1.2290730648820631e-20,1.1891321482961437e-20,3.727479852114281e-20
169,1.2675e-08,3.5967079415450214e-20,3.252178159335329e-20,3.392591189188408e-20,1.0241477290068758e-19,4.7312262552304946e-20,4.282464191690708e-20,4.512988823475629e-20,1.352667927039683e-19,1.3298871702554911e-20,1.1936183720315141e-20,1.1539841972434355e-20,3.6774897395304407e-20
170,1.275e-08,3.592902639828368e-20,3.26562520851418e-20,3.4356247804058406e-20,1.029415262874839e-19,4.733254392650845e-20,4.291401573455176e-20,4.555067610919478e-20,1.3579723577025498e-19,1.3144263837006468e-20,1.2160759480949616e-20,1.1989255311569162e-20,3.729427862952525e-20
171,1.2825e-08,3.6063233271949524e-20,3.332201421072715e-20,3.4285165159230494e-20,1.0367041264190718e-19,4.7539146994614366e-20,4.3833495365955263e-20,4.5354445714350203e-20,1.3672708807491982e-19,1.3133819720609448e-20,1.231958213690224e-20,1.216822373757528e-20,3.762162559508697e-20
172,1.29e-08,3.5921270177772066e-20,3.2957863561099104e-20,3.4455562209367547e-20,1.0333469594823871e-19,4.733548630175182e-20,4.333132738695791e-20,4.571523640101795e-20,1.3638205008972767e-19,1.3115131320679703e-20,1.2231196580916383e-20,1.1958205377222329e-20,3.7304533278818413e-20
173,1.2975e-08,3.666715878014031e-20,3.31298510370713e-20,3.463218494707415e-20,1.0442919476428576e-19,4.834809065340681e-20,4.338508384270995e-20,4.596379266115684e-20,1.376969671572736e-19,1.3328109353672288e-20,1.2639415177367547e-20,1.1991101565225346e-20,3.7958626096265184e-20
174,1.305e-08,3.680347417247369e-20,3.332008802444408e-20,3.494425221442965e-20,1.0506781441134743e-19,4.8491495877555934e-20,4.377445417966063e-20,4.634205128093626e-20,1.386080013381528e-19,1.3450258929701953e-20,1.2431774397907852e-20,1.217091540771818e-20,3.8052948735327986e-20
175,1.3125e-08,3.6169321528088266e-20,3.35410607005986e-20,3.5167550524189644e-20,1.048779327528765e-19,4.775812413242893e-20,4.396740478065217e-20,4.666789545787922e-20,1.3839342437096032e-19,1.3014350699493564e-20,1.2708736493772793e-20,1.2189322268009078e-20,3.791240946127544e-20
176,1.3199999999999999e-08,3.7083980616813286e-20,3.3907280391222694e-20,3.518391136229511e-20,1.0617517237033109e-19,4.8749340090124296e-20,4.4458104883881546e-20,4.674166532870674e-20,1.3994911030271258e-19,1.3776045575412603e-20,1.2826238484992208e-20,1.2090977167687512e-20,3.8693261228092324e-20
177,1.3275e-08,3.7067259904607826e-20,3.379604021266116e-20,3.51140973298202e-20,1.0597739744708919e-19,4.856905597338003e-20,4.4282580411387766e-20,4.6825497984395313e-20,1.396771343691631e-19,1.4086132212510218e-20,1.2843441339033606e-20,1.171416985007342e-20,3.8643743401617244e-20
178,1.335e-08,3.7338539156090967e-20,3.3639845091249923e-20,3.5199495002116194e-20,1.0617787924945709e-19,4.910220090781604e-20,4.4246278307262406e-20,4.688981893200439e-20,1.4023829814708281e-19,1.383419155449967e-20,1.2447694349099982e-20,1.1841679806265344e-20,3.812356570986499e-20
179,1.3425e-08,3.7204023178630603e-20,3.396664081974187e-20,3.5377541342212774e-20,1.0654820534058524e-19,4.8977267006431406e-20,4.476466842903687e-20,4.705767584261052e-20,1.4079961127807879e-19,1.3680530139880166e-20,1.2391675498826294e-20,1.2040085104113368e-20,3.8112290742819826e-20
180,1.35e-08,3.720404282803284e-20,3.409688601706939e-20,3.539384986129506e-20,1.066947787063973e-19,4.8856119424728776e-20,4.487872537137487e-20,4.713006556820133e-20,1.40864910364305e-19,1.392264759674391e-20,1.2554265588447333e-20,1.1944340743785052e-20,3.842125392897629e-20
181,1.3574999999999999e-08,3.8010740972968357e-20,3.422331822787995e-20,3.571434467725457e-20,1.0794840387810288e-19,4.985304511620547e-20,4.511230930172036e-20,4.7381486166714194e-20,1.4234684058464001e-19,1.4349262186773925e-20,1.2466603640890244e-20,1.2402849084056928e-20,3.9218714911721094e-20
182,1.365e-08,3.797551274240449e-20,3.4481832173828664e-20,3.572075829155954e-20,1.081781032077927e-19,4.985269775010348e-20,4.549341295551267e-20,4.7375238057277516e-20,1.4272134876289368e-19,1.4244340353974678e-20,1.2480177604174876e-20,1.2434561415916015e-20,3.9159079374065564e-20
