,"time, s","msd_all, m^2","msd_x_all, m^2","msd_y_all, m^2","msd_z_all, m^2","msd_Cr, m^2","msd_x_Cr, m^2","msd_y_Cr, m^2","msd_z_Cr, m^2","msd_Ta, m^2","msd_x_Ta, m^2","msd_y_Ta, m^2","msd_z_Ta, m^2"
123,9.225e-09,7.598445595412481e-20,2.6009320584630702e-20,2.4267512297655122e-20,2.5707623071838955e-20,9.760317507259467e-20,3.282557838939233e-20,3.158648445310639e-20,3.31911122300959e-20,3.2789241777963296e-20,1.2390117978632296e-20,9.643862854243756e-21,1.0755260945087265e-20
124,9.3e-09,7.658622086272427e-20,2.6218235089279855e-20,2.4451440678373696e-20,2.5916545095070785e-20,9.838020912967826e-20,3.309191666698431e-20,3.1824887062674774e-20,3.3463405400019215e-20,3.3040810712150244e-20,1.2484297093202387e-20,9.718949172240847e-21,1.0837564446707015e-20
125,9.375e-09,7.718403250934551e-20,2.6425964039076656e-20,2.4632588366726136e-20,2.6125480103542752e-20,9.914955933685637e-20,3.3355727166356685e-20,3.205797348190955e-20,3.373585868859018e-20,3.329588027390897e-20,1.2579972478124606e-20,9.796320841662454e-21,1.091958695412191e-20
126,9.45e-09,7.778574100941704e-20,2.66340237408079e-20,2.4816038718416403e-20,2.633567855019271e-20,9.992560688071634e-20,3.361825546785339e-20,3.229717790280755e-20,3.4010173510055454e-20,3.3549251192348175e-20,1.2679201364308743e-20,9.868371949603659e-21,1.1001677878435757e-20
127,9.525e-09,7.838450723063378e-20,2.6842931520071947e-20,2.4994982234367597e-20,2.654659347619432e-20,1.0070163537498226e-19,3.3884087284944487e-20,3.253214207888889e-20,3.4285406011148864e-20,3.3793839082844017e-20,1.2774372247680168e-20,9.93538356064631e-21,1.1084083274517533e-20
128,9.6e-09,7.898364701734261e-20,2.705144269672467e-20,2.5178273537803842e-20,2.6753930782814118e-20,1.0147416738225546e-19,3.414811349655754e-20,3.2770681687107545e-20,3.455537219859034e-20,3.4046533085104696e-20,1.2871961782214821e-20,1.0008286161362987e-20,1.1166285141526862e-20
129,9.675e-09,7.958229284274695e-20,2.725776465364289e-20,2.5362069069594693e-20,2.696245911950933e-20,1.0225022076624475e-19,3.441175526958703e-20,3.300962993913525e-20,3.48288355575225e-20,3.4290710292476894e-20,1.2963756059676402e-20,1.0081883972836927e-20,1.1245070259963559e-20
130,9.75e-09,8.018585188344897e-20,2.7467180647078326e-20,2.5546686575577575e-20,2.71719846607931e-20,1.0302902136762557e-19,3.4678159868478546e-20,3.324986380951731e-20,3.5100997689629706e-20,3.4544128480494657e-20,1.3059306148069698e-20,1.0155377375733105e-20,1.1329444956691843e-20
131,9.825e-09,8.078591922815804e-20,2.7677569778341285e-20,2.5728090144027388e-20,2.7380259305789364e-20,1.0380776569670933e-19,3.494618123065288e-20,3.348736282249088e-20,3.537422164356561e-20,3.4787190834939246e-20,1.3154543380460853e-20,1.0224699616550513e-20,1.1407947837927883e-20
132,9.9e-09,8.13903589732025e-20,2.788747127699551e-20,2.5912237406070333e-20,2.7590650290136536e-20,1.0459032624182384e-19,3.521336417695595e-20,3.372862895163488e-20,3.564833311323295e-20,3.503573687203101e-20,1.3249993861644904e-20,1.0294720704678618e-20,1.1491022305707484e-20
133,9.975e-09,8.199557114815983e-20,2.809795776905066e-20,2.609723100096005e-20,2.780038237814902e-20,1.0537379978945072e-19,3.548209748500276e-20,3.3969785222264826e-20,3.59219170821831e-20,3.528477446839286e-20,1.3344100485029205e-20,1.0367498640813968e-20,1.1573175342549732e-20
134,1.005e-08,8.259927100859717e-20,2.830859297927924e-20,2.6281650291113346e-20,2.800902773820449e-20,1.0615662715692683e-19,3.5751236613607025e-20,3.4211020596045267e-20,3.619436994727455e-20,3.553056917316484e-20,1.343784212397202e-20,1.043839673262633e-20,1.1654330316566477e-20
135,1.0125e-08,8.321416585349768e-20,2.852173387534374e-20,2.6469688858284536e-20,2.8222743119869425e-20,1.0695132556804708e-19,3.602215344960369e-20,3.4455531605470054e-20,3.6473640512973346e-20,3.5786208064466434e-20,1.3535543983804835e-20,1.0513600713029069e-20,1.173706336763255e-20
136,1.02e-08,8.381828306600104e-20,2.873061476989062e-20,2.6653668217204713e-20,2.8434000078905715e-20,1.0773488707677067e-19,3.629006948792411e-20,3.46972224959376e-20,3.674759509290901e-20,3.603178716167029e-20,1.3626469893819827e-20,1.0582269726689571e-20,1.1823047541160875e-20
137,1.0275e-08,8.441998174974719e-20,2.8937377502793086e-20,2.68403383874482e-20,2.8642265859505945e-20,1.0851464984793188e-19,3.655415877494981e-20,3.494043486435954e-20,3.7020056208622463e-20,3.627770545200724e-20,1.3718691484401817e-20,1.0655965934556924e-20,1.1903048033048487e-20
138,1.035e-08,8.5028660077243e-20,2.9145983490960796e-20,2.7025611756941728e-20,2.88570648293404e-20,1.093066103774345e-19,3.6822714109059675e-20,3.5184212226217346e-20,3.7299684042157525e-20,3.6520177348539883e-20,1.380751586925146e-20,1.072434558493213e-20,1.1988315894356288e-20
139,1.0425e-08,8.564244576337139e-20,2.935647325379279e-20,2.721351912395856e-20,2.9072453385620006e-20,1.1010396944714729e-19,3.709469617236234e-20,3.5430484073687355e-20,3.757878920109759e-20,3.67671748092645e-20,1.3895141133291604e-20,1.0795637984168471e-20,1.2076395691804452e-20
140,1.05e-08,8.62502489910611e-20,2.956385214660867e-20,2.7400204964386246e-20,2.9286191880066194e-20,1.1089685832325986e-19,3.7363922299626643e-20,3.5674176287460756e-20,3.7858759736172504e-20,3.700516823551547e-20,1.3978946352590273e-20,1.0868422418477643e-20,1.215779946444755e-20
141,1.0575e-08,8.685185764385666e-20,2.9770345293964044e-20,2.75815021560091e-20,2.950001019388356e-20,1.1167960848720016e-19,3.7630750461535534e-20,3.591161200021085e-20,3.813724602545374e-20,3.7244847658035785e-20,1.4064887312663928e-20,1.0937552213395086e-20,1.224240813197677e-20
142,1.065e-08,8.746046048201021e-20,2.997669965466138e-20,2.777031366951947e-20,2.9713447157829507e-20,1.12470148690766e-19,3.789581718432457e-20,3.6158604741589537e-20,3.8415726764851953e-20,3.7489931111781604e-20,1.4153931621760204e-20,1.1010114906379333e-20,1.2325884583642081e-20
143,1.0725e-08,8.806613484033432e-20,3.0183588783492426e-20,2.7956544304313525e-20,2.9926001752528426e-20,1.1325957427805703e-19,3.8162208395529115e-20,3.6402801437722244e-20,3.8694564444805674e-20,3.772846190129078e-20,1.4241932800848752e-20,1.1080526633459739e-20,1.2406002466982303e-20
144,1.08e-08,8.867459664709212e-20,3.0390065338582427e-20,2.814222284600053e-20,3.01423084625093e-20,1.1405326406931316e-19,3.8428568013225023e-20,3.6647155502148835e-20,3.8977540553939186e-20,3.796682951245953e-20,1.4328760189833535e-20,1.1148968730297966e-20,1.2489100592328022e-20
145,1.0875e-08,8.92867942101401e-20,3.059893573767157e-20,2.833280285195866e-20,3.0355055620509867e-20,1.1485036427523839e-19,3.869761079004039e-20,3.6895734697947827e-20,3.9257018787250046e-20,3.8209582927727046e-20,1.4417403357645512e-20,1.1223663636242016e-20,1.2568515933839547e-20
146,1.095e-08,8.989032362551229e-20,3.080513183354919e-20,2.851570669199426e-20,3.056948509996884e-20,1.1563795883546784e-19,3.896414667402727e-20,3.7135688871831545e-20,3.9538123289609015e-20,3.844534155562057e-20,1.4503037728453382e-20,1.1292578235014608e-20,1.2649725592152615e-20
147,1.1025e-08,9.050003157432284e-20,3.1007983466146006e-20,2.870507140171228e-20,3.0786976706464595e-20,1.164292892333837e-19,3.922696098490666e-20,3.738118242425745e-20,3.9821145824219634e-20,3.869215933756649e-20,1.4586081119091054e-20,1.1369794885962816e-20,1.273628333251263e-20
148,1.11e-08,9.11087669878466e-20,3.120708266018482e-20,2.8895056022758675e-20,3.100662830490307e-20,1.1722411635879587e-19,3.948666316545794e-20,3.7629012799610865e-20,4.010844039372705e-20,3.8929074787688196e-20,1.4664092705312988e-20,1.1444200978384075e-20,1.2820781103991117e-20
149,1.1174999999999999e-08,9.171473496473047e-20,3.141222838879619e-20,2.907760045275054e-20,3.122490612318372e-20,1.1801613315359996e-19,3.9753301471709526e-20,3.787022886874587e-20,4.039260281314446e-20,3.916330850532933e-20,1.4746373381334588e-20,1.1509516723134971e-20,1.2907418400859753e-20
150,1.125e-08,9.233201735673438e-20,3.1621031760641026e-20,2.926843177247016e-20,3.1442553823623265e-20,1.1882040196099732e-19,4.002453569412342e-20,3.811966773560991e-20,4.067619853126406e-20,3.940698327438874e-20,1.4830436987296388e-20,1.158324741643113e-20,1.2993298870661203e-20
151,1.1325e-08,9.294539845178741e-20,3.182929495012941e-20,2.9454738756755917e-20,3.166136474490219e-20,1.1961961631496504e-19,4.029482713168698e-20,3.836530437468363e-20,4.0959484808594404e-20,3.964906080719644e-20,1.4914764829556254e-20,1.165101096937306e-20,1.3083285008267118e-20
152,1.14e-08,9.355474566220073e-20,3.2035991486267565e-20,2.964174771442638e-20,3.1877006461506745e-20,1.2041304469546031e-19,4.0563950397323216e-20,3.860758731300312e-20,4.124150698513402e-20,3.989060521098088e-20,1.4996729833904563e-20,1.1727579922738927e-20,1.3166295454337398e-20
153,1.1475e-08,9.416216925332932e-20,3.2242256951704846e-20,2.9825042300855714e-20,3.209487000076881e-20,1.2120722151743474e-19,4.083448777055932e-20,3.884788312251303e-20,4.1524850624362324e-20,4.012488709282211e-20,1.507457701481397e-20,1.1796983393520912e-20,1.325332668448723e-20
154,1.155e-08,9.477208280269068e-20,3.245016237447735e-20,3.000945852695394e-20,3.231246190125945e-20,1.2200442616309252e-19,4.1103625851579065e-20,3.909043521278697e-20,4.181036509872655e-20,4.03605842525127e-20,1.516013671612758e-20,1.1865241437877332e-20,1.3335206098507777e-20
155,1.1625e-08,9.537748412135204e-20,3.265686229864376e-20,3.019737185876645e-20,3.252324996394187e-20,1.2279218649314074e-19,4.1372544666300815e-20,3.933557657489845e-20,4.2084065251941364e-20,4.060162371834485e-20,1.5242520380453907e-20,1.1938810482588613e-20,1.3420292855302307e-20
156,1.17e-08,9.599044235261222e-20,3.2863667677402604e-20,3.0386920948726735e-20,3.273985372648286e-20,1.2359205325204972e-19,4.1642985332358926e-20,3.9583843736314305e-20,4.236522418337647e-20,4.084112995002524e-20,1.5322179472284938e-20,1.2011038113371124e-20,1.3507912364369138e-20
157,1.1775e-08,9.659418671009548e-20,3.307084679237099e-20,3.0570140242982664e-20,3.295319967474185e-20,1.243826784690052e-19,4.191179179156534e-20,3.982443407878224e-20,4.264645259865745e-20,4.1071477590243086e-20,1.540622426468384e-20,1.2079627364031543e-20,1.358562596152771e-20
158,1.185e-08,9.719799880779634e-20,3.3274213298246146e-20,3.0758457112355283e-20,3.3165328397194956e-20,1.2516779669337317e-19,4.2176396272583234e-20,4.006904414384704e-20,4.2922356276943006e-20,4.131303154813798e-20,1.5487234425693753e-20,1.215546778966768e-20,1.3670329332776535e-20
159,1.1925e-08,9.780015241643135e-20,3.3481495765638787e-20,3.0942075563289304e-20,3.3376581087503243e-20,1.2594312160478005e-19,4.244123254175843e-20,4.030701719657957e-20,4.319487186644214e-20,4.1569180776429616e-20,1.5579521699290387e-20,1.223048319833626e-20,1.3759175878803013e-20
160,1.2e-08,9.839777548722701e-20,3.3687219280756276e-20,3.1126674812198624e-20,3.358388139427206e-20,1.2672247697905097e-19,4.2708273078399224e-20,4.054840085632458e-20,4.346580304432717e-20,4.18036941861803e-20,1.566273093116895e-20,1.230162453262668e-20,1.383933872238467e-20
161,1.2075e-08,9.900336020102673e-20,3.389532611676818e-20,3.131516109510214e-20,3.3792872989156475e-20,1.2750643315418228e-19,4.2978659511369945e-20,4.07910467730302e-20,4.3736726869782147e-20,4.205288435907722e-20,1.5746400213100896e-20,1.2381897328460671e-20,1.3924586817515644e-20
162,1.215e-08,9.960784307407739e-20,3.410502661583879e-20,3.150001088634675e-20,3.400280557189185e-20,1.2828945112199383e-19,4.324968693970143e-20,4.102997776277963e-20,4.400978641951267e-20,4.2300645743963284e-20,1.5833566632808547e-20,1.2458690350036572e-20,1.4008388761118142e-20
163,1.2225e-08,1.0021998202657354e-19,3.4314637060528525e-20,3.1691156201677215e-20,3.42141887643678e-20,1.2908335195702711e-19,4.351936859308172e-20,4.1279076317734314e-20,4.428490704621109e-20,4.2549615935061773e-20,1.5923151986696655e-20,1.2534042376039654e-20,1.409242157232547e-20
164,1.23e-08,1.0082841094258207e-19,3.452380615957754e-20,3.1878491937663213e-20,3.4426112845341273e-20,1.2986643991057112e-19,4.3786944452874004e-20,4.152074163223474e-20,4.455875382546229e-20,4.280906790693195e-20,1.6015621639963655e-20,1.2612825067454845e-20,1.4180621199513483e-20
165,1.2375e-08,1.0143000879422386e-19,3.472960922331222e-20,3.206299981533681e-20,3.4637399755574876e-20,1.3064779058887533e-19,4.405408130544348e-20,4.176104203947343e-20,4.4832667243958484e-20,4.3051511184988686e-20,1.609887691858514e-20,1.2685856855782627e-20,1.4266777410620907e-20
166,1.245e-08,1.0204135776366783e-19,3.494360752738605e-20,3.225062633420527e-20,3.484712390207649e-20,1.3143835413158236e-19,4.432881846726782e-20,4.2003460481179704e-20,4.5106075183134786e-20,4.330478103636995e-20,1.619151613773946e-20,1.276400654444976e-20,1.4349258354180757e-20
167,1.2525e-08,1.0265214190799255e-19,3.515308514913416e-20,3.2439626076829986e-20,3.505943068202844e-20,1.3222880012049137e-19,4.45985556912145e-20,4.224812516200687e-20,4.5382119267269936e-20,4.355659239356644e-20,1.628059224962587e-20,1.2841785131251912e-20,1.443421501268863e-20
168,1.26e-08,1.0325860593669921e-19,3.536387232389579e-20,3.262631960340355e-20,3.5268414009399883e-20,1.330139600677054e-19,4.4869712297956934e-20,4.249180740393742e-20,4.565244036581105e-20,4.380601360072384e-20,1.6370758469472807e-20,1.2914612533196179e-20,1.452064259805485e-20
169,1.2675e-08,1.0385885397712148e-19,3.5573976699446223e-20,3.2808963856595436e-20,3.547591342107975e-20,1.3379750712129916e-19,4.513970400028649e-20,4.27319643349301e-20,4.59258387860825e-20,4.4040021620688144e-20,1.6461205158900144e-20,1.2982343760235268e-20,1.459647270155275e-20
170,1.275e-08,1.0446259735021919e-19,3.578462651222355e-20,3.2992067116113156e-20,3.568590372188257e-20,1.3458214091310354e-19,4.54090388410214e-20,4.297466860127658e-20,4.619843347080558e-20,4.4282337457971985e-20,1.6554599534957498e-20,1.3046361414312104e-20,1.468137650870241e-20
171,1.2825e-08,1.050674189504258e-19,3.599660422431464e-20,3.317843580451766e-20,3.5892378921593446e-20,1.3537045945964443e-19,4.568222492508361e-20,4.3218865053851035e-20,4.646936948070976e-20,4.4520523557982914e-20,1.6644280050707777e-20,1.3117187519228541e-20,1.4759055988046573e-20
172,1.29e-08,1.0567287452587128e-19,3.6210606694824004e-20,3.336143248356738e-20,3.610083534747991e-20,1.361537804366264e-19,4.5955912459281584e-20,4.3456860667850063e-20,4.674100730949469e-20,4.4770595723718155e-20,1.6739028966230157e-20,1.319029374817442e-20,1.4841273009313627e-20
173,1.2975e-08,1.0627523830274345e-19,3.6421879162490857e-20,3.3544129846362377e-20,3.630922929389017e-20,1.369329950010158e-19,4.6224139424721234e-20,4.36973399743288e-20,4.7011515601965777e-20,4.501960333724968e-20,1.6836503677604648e-20,1.3257540078960692e-20,1.4925559580684332e-20
174,1.305e-08,1.0688509239680524e-19,3.663309515078943e-20,3.3733186959635564e-20,3.651881028638025e-20,1.3772148778918278e-19,4.6495458421608e-20,4.3946254478235023e-20,4.727977488933988e-20,4.527252894680067e-20,1.6927631037415628e-20,1.3326999319933874e-20,1.5017898589451142e-20
175,1.3125e-08,1.0749264213635296e-19,3.684983748803201e-20,3.3916171642077685e-20,3.6726633006243275e-20,1.3850871092079366e-19,4.677367189999319e-20,4.4186667874657924e-20,4.754837114614256e-20,4.552108282681604e-20,1.702155115319538e-20,1.3395238739871506e-20,1.510429293374916e-20
176,1.3199999999999999e-08,1.0809432744045245e-19,3.706485218621328e-20,3.4097969483142084e-20,3.693150577109716e-20,1.392881886441671e-19,4.705008607683775e-20,4.442631021347449e-20,4.7811792353854844e-20,4.576753054318676e-20,1.711388681490693e-20,1.3461460562966143e-20,1.5192183165313705e-20
177,1.3275e-08,1.0869820311167546e-19,3.7274901725553334e-20,3.428353743349089e-20,3.713976395263122e-20,1.4006798477037821e-19,4.731893075782038e-20,4.4670661954532687e-20,4.807839205802514e-20,4.601990889907209e-20,1.72064609052229e-20,1.3529575743987441e-20,1.5283872249861742e-20
178,1.335e-08,1.0930481890034486e-19,3.748874973358824e-20,3.44652756713838e-20,3.73507934953728e-20,1.408538612854183e-19,4.759471180191715e-20,4.491019654342718e-20,4.8348952940073974e-20,4.6268353353606323e-20,1.7296563804095074e-20,1.3595834163375316e-20,1.537595538613591e-20
179,1.3425e-08,1.0992159324416328e-19,3.7705264700925246e-20,3.465430095126127e-20,3.756202759197676e-20,1.4164751290260875e-19,4.78714787701547e-20,4.5156205004580146e-20,4.8619829127873784e-20,4.653171861410553e-20,1.7392692449320374e-20,1.367100437597765e-20,1.5468021788807483e-20
180,1.35e-08,1.1053200588500916e-19,3.792163997806401e-20,3.4839659228096356e-20,3.777070667884872e-20,1.4243346144012615e-19,4.8148608606530284e-20,4.539956185496551e-20,4.8885290978630235e-20,4.6791402305156353e-20,1.7487677269233973e-20,1.3740478784176152e-20,1.5563246251746253e-20
181,1.3574999999999999e-08,1.1114547615127054e-19,3.813982870724984e-20,3.50258691422501e-20,3.797977830177062e-20,1.432328742072543e-19,4.843092893068043e-20,4.5647094164550177e-20,4.915485111202375e-20,4.7033350738631147e-20,1.757772806551257e-20,1.3804163677771644e-20,1.5651458995346957e-20
182,1.365e-08,1.1175762272792354e-19,3.835595178797568e-20,3.52094083639905e-20,3.8192262575957304e-20,1.4402797877293471e-19,4.871186659302765e-20,4.5889794567548785e-20,4.9426317612358324e-20,4.727993867705138e-20,1.766434857397539e-20,1.386949608617781e-20,1.5746094016898175e-20
183,1.3725e-08,1.1237467576968264e-19,3.8571832337900374e-20,3.5398361094185965e-20,3.8404482337596286e-20,1.4482821293180535e-19,4.899143859464923e-20,4.613915032045172e-20,4.969762401670435e-20,4.753098726020709e-20,1.775297061787281e-20,1.3937760745612e-20,1.5840255896722304e-20
184,1.38e-08,1.1298996235907333e-19,3.8788901320505275e-20,3.5582105874685855e-20,3.861895516388215e-20,1.4562721294547703e-19,4.927479140700663e-20,4.6382456713904646e-20,4.9969964824565734e-20,4.777920581631744e-20,1.7837601401577724e-20,1.4002498631481144e-20,1.593910578325862e-20
185,1.3875e-08,1.1360964843263774e-19,3.9005973692946634e-20,3.5770605952588096e-20,3.8833068787102995e-20,1.4643590488453422e-19,4.955587832593891e-20,4.663428186004289e-20,5.024574469855245e-20,4.802124931097744e-20,1.7926769709448452e-20,1.4064472254685334e-20,1.603000734684366e-20
186,1.395e-08,1.1422536068145095e-19,3.9221701711388436e-20,3.5955164391974345e-20,3.904849457808817e-20,1.4723535776699975e-19,4.9835447494377575e-20,4.687885487898402e-20,5.0521055393638204e-20,4.826983916091101e-20,1.8014940117642623e-20,1.4129118750937416e-20,1.6125780292330947e-20
187,1.4025e-08,1.1484587175626523e-19,3.9440931659225274e-20,3.614058477080414e-20,3.92643553262359e-20,1.480390214069403e-19,5.011819606207502e-20,4.712542255178606e-20,5.0795402793079303e-20,4.8524402825326665e-20,1.8107256885562578e-20,1.4192363970131385e-20,1.6224781969632684e-20
188,1.41e-08,1.154757929029206e-19,3.966346234208163e-20,3.6334181406384204e-20,3.947814915445467e-20,1.4885404833671836e-19,5.0405406558226204e-20,4.738021651894268e-20,5.10684252595495e-20,4.878447394046898e-20,1.820055426958964e-20,1.426368546859645e-20,1.6320234202282844e-20
189,1.4175e-08,1.1609845468383454e-19,3.988151692820221e-20,3.652243956420967e-20,3.969449819142273e-20,1.496659128007436e-19,5.0690560160229793e-20,4.7629630435031115e-20,5.134572220548268e-20,4.902909989165137e-20,1.8284541876709656e-20,1.4329751554736374e-20,1.6414806460205318e-20
190,1.425e-08,1.1671713534603987e-19,4.0099158547572e-20,3.670792576732971e-20,3.991005103113829e-20,1.5047347706980437e-19,5.097693102298376e-20,4.7873954696631406e-20,5.162259135018911e-20,4.92703822534404e-20,1.836485924611438e-20,1.439767655897881e-20,1.65078464483472e-20
191,1.4325e-08,1.1734780713020343e-19,4.0317485525211706e-20,3.6900212171429614e-20,4.0130109433562227e-20,1.5129123881891594e-19,5.1259525008213804e-20,4.8126730249770466e-20,5.190498356093172e-20,4.9527239517795533e-20,1.845477773007277e-20,1.4469102807869586e-20,1.6603358979853183e-20
192,1.44e-08,1.1797316714085414e-19,4.053530929612052e-20,3.709133786472526e-20,4.03465199800082e-20,1.5210275826697925e-19,5.154399436960663e-20,4.837623148071978e-20,5.2182532416652905e-20,4.97806442462716e-20,1.8539440487182444e-20,1.454359144057992e-20,1.6697612318509237e-20
193,1.4475e-08,1.1860090090852096e-19,4.07577717656478e-20,3.727986850275048e-20,4.0563260640122793e-20,1.5291291165533034e-19,5.183323736273046e-20,4.862214247194445e-20,5.245753182065548e-20,5.0043895060892425e-20,1.862847234022682e-20,1.4617473443208572e-20,1.6797949277457036e-20
194,1.455e-08,1.1921962765665943e-19,4.09764782588371e-20,3.746373970992754e-20,4.0779409687894816e-20,1.5371505984629184e-19,5.211839775588362e-20,4.8860031438823635e-20,5.2736630651584624e-20,5.029613716839001e-20,1.8714400826261702e-20,1.4693414634418326e-20,1.688832170770996e-20
195,1.4625e-08,1.1984303860647896e-19,4.119841060072101e-20,3.765080944591955e-20,4.099381855983833e-20,1.545248442040082e-19,5.240932975371815e-20,4.9105344302364306e-20,5.301017014792576e-20,5.054716531297811e-20,1.8798468621197458e-20,1.4764111871421605e-20,1.6984584820359043e-20
196,1.47e-08,1.2046245607640778e-19,4.142177238374037e-20,3.783403074121449e-20,4.1206652951453046e-20,1.553324113961041e-19,5.270106616828071e-20,4.9344551279737167e-20,5.3286793948086305e-20,5.079065081849922e-20,1.8885214685332705e-20,1.4835471149595882e-20,1.7069964983570625e-20
197,1.4775e-08,1.2108392179677568e-19,4.1648252434409326e-20,3.8016741681823065e-20,4.1418927680543396e-20,1.5613706836397158e-19,5.2995115969749316e-20,4.958203552039559e-20,5.355991687382665e-20,5.104609183927317e-20,1.8976687206571752e-20,1.4908742469206447e-20,1.7160662163494936e-20
198,1.485e-08,1.2169981237447021e-19,4.1869196403194414e-20,3.819900416450425e-20,4.163161180677147e-20,1.5693681739154962e-19,5.328430034712371e-20,4.98194473268631e-20,5.3833069717562746e-20,5.129462461573521e-20,1.906128364022627e-20,1.498081401783805e-20,1.7252526957670907e-20
199,1.4925e-08,1.2231060937493176e-19,4.208901340753348e-20,3.837493350351372e-20,4.184666246388458e-20,1.5772892702071142e-19,5.35725713184105e-20,5.0048125270725024e-20,5.4108230431575964e-20,5.154315048502434e-20,1.9144326409824125e-20,1.5051349171761425e-20,1.734747490343875e-20
200,1.5e-08,1.2292773988902386e-19,4.231237893947799e-20,3.85553927543573e-20,4.2059968195188606e-20,1.5853021399539449e-19,5.3868266321361935e-20,5.028002272649073e-20,5.438192494754162e-20,5.1792327758522206e-20,1.9223174268252803e-20,1.512903247800485e-20,1.744012101226452e-20
201,1.5075e-08,1.235519970797732e-19,4.254007614973254e-20,3.873441358234416e-20,4.227750734769654e-20,1.5934211222921671e-19,5.4166843253543393e-20,5.051309513533728e-20,5.466217384033587e-20,5.204166934953773e-20,1.9309250471610456e-20,1.5200055713766052e-20,1.7532363164161253e-20
202,1.515e-08,1.241679689851657e-19,4.2765784543921244e-20,3.891189371835237e-20,4.2490290722892e-20,1.6014676333934538e-19,5.446325120400379e-20,5.074427198405326e-20,5.493924015128842e-20,5.228065135952902e-20,1.9393697838326565e-20,1.5270247300750897e-20,1.761670622045158e-20
203,1.5225e-08,1.2477849748022634e-19,4.2984664141921873e-20,3.908572911108811e-20,4.2708104227216276e-20,1.609398983526868e-19,5.475158697172517e-20,5.097038156960709e-20,5.521792981135442e-20,5.2526323471384455e-20,1.9473800753467264e-20,1.533963640588317e-20,1.7712886312033985e-20
204,1.53e-08,1.2538860575374241e-19,4.3206090243324204e-20,3.9262689251836833e-20,4.291982625858135e-20,1.6173154623662992e-19,5.504351569110541e-20,5.119760251256704e-20,5.549042803295755e-20,5.2773707093597943e-20,1.955435931933941e-20,1.5416173107838874e-20,1.7803174666419626e-20
205,1.5375e-08,1.2600074654702248e-19,4.343192731035579e-20,3.94367428836098e-20,4.3132076353056916e-20,1.6253101279078026e-19,5.534090906080222e-20,5.1426464197016645e-20,5.576363953296152e-20,5.301156223576423e-20,1.9637223539444355e-20,1.5480717681236392e-20,1.7893621015083497e-20
206,1.545e-08,1.2661912742092458e-19,4.365507294447859e-20,3.961228911193786e-20,4.335176536450815e-20,1.6333742143528962e-19,5.563599736895238e-20,5.1655517921718274e-20,5.60459061446189e-20,5.3254254810191447e-20,1.9716624338547523e-20,1.5549353423646072e-20,1.7988277047997834e-20
207,1.5525e-08,1.2724832100945531e-19,4.388524647443948e-20,3.9795507183134104e-20,4.3567567351881743e-20,1.641598414601974e-19,5.594049303731499e-20,5.1893178681081104e-20,5.632616974180141e-20,5.3497372921351376e-20,1.9798298752131528e-20,1.5623792451884594e-20,1.8075281717335215e-20
208,1.56e-08,1.278678525248231e-19,4.410976974884263e-20,3.997726757721321e-20,4.3780815198767227e-20,1.6496771500053334e-19,5.623848965662129e-20,5.212700612056922e-20,5.660221922334275e-20,5.374058824230058e-20,1.987601883935522e-20,1.5701520448593558e-20,1.8163048954351798e-20
209,1.5675e-08,1.2849546386629264e-19,4.433776747319987e-20,4.015950871946787e-20,4.3998187673624936e-20,1.6578465270122816e-19,5.654227014900182e-20,5.236246263674545e-20,5.687991991548089e-20,5.39899166433648e-20,1.9952599040884603e-20,1.577743477928241e-20,1.8259882823197813e-20
210,1.575e-08,1.2911995008112782e-19,4.456300599895879e-20,4.0342714040226764e-20,4.421423004194227e-20,1.6659956692227702e-19,5.684217161118269e-20,5.2601601039476356e-20,5.715579427161798e-20,5.423391877547236e-20,2.0028657519847485e-20,1.5848883180397993e-20,1.8356378075226885e-20
211,1.5825e-08,1.2975682666888262e-19,4.4793274175962344e-20,4.0530985704174274e-20,4.4432566788745936e-20,1.6742561061147874e-19,5.714700065026389e-20,5.2845819076559577e-20,5.743279088465534e-20,5.449283062732783e-20,2.010994959937928e-20,1.5925371368334146e-20,1.845750965961443e-20
212,1.59e-08,1.303785798055105e-19,4.501859638091095e-20,4.07150765005416e-20,4.464490692405785e-20,1.6823796887439733e-19,5.744820761815759e-20,5.308415748063709e-20,5.770560377560277e-20,5.47337457870115e-20,2.0183650490865474e-20,1.6001072901639824e-20,1.8549022394506202e-20
213,1.5975e-08,1.3100495907364782e-19,4.524971561149239e-20,4.0892030112290414e-20,4.486321334986505e-20,1.6905484697763344e-19,5.775445641470362e-20,5.3313871080261767e-20,5.79865194826681e-20,5.49794994529889e-20,2.0264657326951138e-20,1.6072609584488128e-20,1.864223254154962e-20
214,1.605e-08,1.316344084396871e-19,4.548020927353748e-20,4.107484690814641e-20,4.5079352258003206e-20,1.6987550857792854e-19,5.806201003727175e-20,5.3551482826345155e-20,5.826201571431167e-20,5.52268978119116e-20,2.0341181575685607e-20,1.614594350127673e-20,1.8739772734949296e-20
215,1.6125e-08,1.3226240698569462e-19,4.5707931649980134e-20,4.125696256728396e-20,4.52975127684306e-20,1.7069595579241647e-19,5.836828145636616e-20,5.3786839748844784e-20,5.854083458720543e-20,5.547037489726446e-20,2.041195928292373e-20,1.6221680620532508e-20,1.8836734993808176e-20
