,"time, s","msd_x_all, m^2","msd_y_all, m^2","msd_z_all, m^2","msd_all, m^2","msd_x_Cr, m^2","msd_y_Cr, m^2","msd_z_Cr, m^2","msd_Cr, m^2","msd_x_Ta, m^2","msd_y_Ta, m^2","msd_z_Ta, m^2","msd_Ta, m^2"
148,1.11e-08,3.533162618368145e-20,2.751315956586883e-20,3.489569066230512e-20,9.77404764118554e-20,4.474245304190011e-20,3.549092874603158e-20,4.342281390521656e-20,1.2365619569314824e-19,1.6528352988451605e-20,1.1573202785973354e-20,1.7858098714066054e-20,4.5959654488491005e-20
149,1.1174999999999999e-08,3.5454256493564615e-20,2.763353914878041e-20,3.695693271350655e-20,1.0004472835585156e-19,4.496324259703422e-20,3.5834198228316346e-20,4.53007254778081e-20,1.2609816630315867e-19,1.6454856525108734e-20,1.1248237901973263e-20,2.0285643655146237e-20,4.798873808222824e-20
150,1.125e-08,3.5566443074006986e-20,2.7821276814931445e-20,3.3832368411410803e-20,9.722008830034923e-20,4.522683294891925e-20,3.6114400209544303e-20,4.260778047729519e-20,1.2394901363575877e-19,1.6264531273156903e-20,1.1251227532335828e-20,1.6298683756333203e-20,4.3814442561825933e-20
151,1.1325e-08,3.7791682304941545e-20,2.810674302908144e-20,3.4872981458151287e-20,1.0077140679217425e-19,4.742823600882051e-20,3.663117570787672e-20,4.363277203083515e-20,1.2769218374753238e-19,1.8537396291136483e-20,1.1074526954066636e-20,1.7370509278745833e-20,4.698243252394896e-20
152,1.14e-08,3.7378811117072305e-20,2.8865896929977154e-20,3.524894746233233e-20,1.0149365550938178e-19,4.7080950926455315e-20,3.751724429596797e-20,4.424059097081888e-20,1.2883878619324214e-19,1.7993480990121487e-20,1.158009936081972e-20,1.7283222249086757e-20,4.685680260002796e-20
153,1.1475e-08,3.4626755583612864e-20,2.876246280496334e-20,3.018876213001413e-20,9.357798051859033e-20,4.4183511768768485e-20,3.7254197343244024e-20,3.95696187196668e-20,1.210073278316793e-19,1.5531908752725752e-20,1.1795579147422026e-20,1.144537093623545e-20,3.877285883638323e-20
154,1.155e-08,3.7462902050641554e-20,2.895719915676709e-20,3.8174871007711836e-20,1.0459497221512049e-19,4.7117319031064226e-20,3.754650567528171e-20,4.7307274192801335e-20,1.3197109889914729e-19,1.8172924372961082e-20,1.1795362109031805e-20,1.9927901362503725e-20,4.989618784449661e-20
155,1.1625e-08,3.784305134858151e-20,2.899231436775284e-20,3.7371468014530806e-20,1.0420683373086515e-19,4.7556106158125207e-20,3.773355089158988e-20,4.6429241201733546e-20,1.3171889825144864e-19,1.843591253966898e-20,1.1526914047664387e-20,1.9273612603381586e-20,4.9236439190714945e-20
156,1.17e-08,3.988375400712643e-20,2.9221361285093345e-20,3.8280913464709975e-20,1.0738602875692976e-19,4.9963603787659033e-20,3.7991617145373494e-20,4.7576227640079825e-20,1.3553144857311234e-19,1.974374165266381e-20,1.169797897051015e-20,1.970844002446905e-20,5.1150160647643016e-20
157,1.1775e-08,3.777881695482692e-20,2.948338633876625e-20,3.820470843074775e-20,1.0546691172434093e-19,4.777931533749057e-20,3.836108514699522e-20,4.7656422872940076e-20,1.3379682335742588e-19,1.779735241290326e-20,1.1745327977793137e-20,1.931973992613299e-20,4.886242031682939e-20
158,1.185e-08,3.898123076144835e-20,2.963551577081562e-20,3.9147666430098737e-20,1.0776441296236271e-19,4.9302176978772954e-20,3.8553854655864833e-20,4.8956239523732166e-20,1.3681227115836997e-19,1.8359496424879854e-20,1.1816256631352036e-20,1.9549677612155383e-20,4.9725430668387276e-20
159,1.1925e-08,3.833034537126527e-20,2.979662844086875e-20,3.775471904473329e-20,1.0588169285686732e-19,4.843379263339723e-20,3.880145453923089e-20,4.782679574626364e-20,1.3506204291889176e-19,1.8143184142435194e-20,1.1804563795117842e-20,1.763023766648024e-20,4.7577985604033273e-20
160,1.2e-08,3.9332841232488966e-20,3.0257601435594194e-20,3.904189735272555e-20,1.086323400208087e-19,4.9333335139261705e-20,3.972232373028414e-20,4.91898389271877e-20,1.3824549779673354e-19,1.9351385633605168e-20,1.1346642631946111e-20,1.876583440218885e-20,4.9463862667740125e-20
161,1.2075e-08,3.6886291759519775e-20,3.029539633184347e-20,4.019515687774473e-20,1.0737684496910799e-19,4.7036146112344754e-20,3.954348142692766e-20,5.0152135847421884e-20,1.367317633866943e-19,1.660640698815266e-20,1.1817288807876431e-20,2.0300646162940606e-20,4.87243419589697e-20
162,1.215e-08,3.893297855718016e-20,3.0062125002540435e-20,3.9761914575367446e-20,1.0875701813508806e-19,4.934327731620547e-20,3.9358267898614157e-20,4.9781670662834615e-20,1.3848321587765425e-19,1.8132713653893238e-20,1.1487995739486878e-20,1.9741972236541446e-20,4.9362681629921566e-20
163,1.2225e-08,3.774309026459299e-20,3.07218273265523e-20,3.8624365559593146e-20,1.0708928315073844e-19,4.831900428087751e-20,4.0354497851722374e-20,4.918923983085017e-20,1.3786274196345007e-19,1.6611918314087014e-20,1.1475300085831617e-20,1.7515251537140144e-20,4.560246993705878e-20
164,1.23e-08,3.995058821480411e-20,3.1132031608488335e-20,4.109826842022061e-20,1.1218088824351305e-19,5.08210455412797e-20,4.0750407034251426e-20,5.135516488455443e-20,1.4292661746008555e-19,1.8230904923818687e-20,1.1914066646465587e-20,2.0604508492459858e-20,5.074948006274413e-20
165,1.2375e-08,3.909736562546216e-20,3.1067866984583257e-20,4.142633569690064e-20,1.1159156830694605e-19,5.002980051629521e-20,4.095272498058507e-20,5.1814282757664076e-20,1.4279680825454435e-19,1.7253848255692214e-20,1.131745735585308e-20,2.067073053447686e-20,4.9242036146022146e-20
166,1.245e-08,4.043140382995455e-20,3.1798411568446476e-20,4.5489882721945047e-20,1.1771969812034606e-19,5.1358549321339134e-20,4.1633993012640016e-20,5.548030296422237e-20,1.484728452982015e-19,1.8598454928223233e-20,1.2146458800067594e-20,2.552855477692609e-20,5.627346850521692e-20
167,1.2525e-08,3.9515669347960385e-20,3.230936887948533e-20,4.181515995648145e-20,1.1364019818392717e-19,5.0360095013398903e-20,4.243883787750207e-20,5.244635635374842e-20,1.4524528924464938e-19,1.7847998535961174e-20,1.2070215002588599e-20,2.057353121741092e-20,5.049174475596069e-20
168,1.26e-08,4.0993954618142795e-20,3.2677875564434064e-20,4.3768185556342394e-20,1.1744001573891925e-19,5.21060855484788e-20,4.2879019391426255e-20,5.407734101352379e-20,1.4906244595342885e-19,1.879139613819409e-20,1.2295512019486763e-20,2.3170009711231945e-20,5.42569178689128e-20
169,1.2675e-08,4.228893465325124e-20,3.266845316403655e-20,3.9926038373435e-20,1.1488342619072278e-19,5.348536631998969e-20,4.3028770361037106e-20,5.062769641211881e-20,1.471418330931456e-19,1.9917939350373442e-20,1.1968053764560815e-20,1.8543623971924196e-20,5.042961708685845e-20
170,1.275e-08,4.167381105481167e-20,3.276105795798309e-20,4.295424724255453e-20,1.1738911625534928e-19,5.28618932240019e-20,4.3069847560882364e-20,5.359860055700934e-20,1.4953034134189363e-19,1.9319498439417902e-20,1.2163613106877722e-20,2.1686330366212207e-20,5.3169441912507825e-20
171,1.2825e-08,4.015037556911367e-20,3.383767730517166e-20,4.1279578535401385e-20,1.1526763140968671e-19,5.1496687668188247e-20,4.449139503554349e-20,5.172346618101595e-20,1.4771154888474768e-19,1.747991213678301e-20,1.2551049886870142e-20,2.041220146223013e-20,5.0443163485883284e-20
172,1.29e-08,4.0551247157280724e-20,3.301051109477106e-20,4.2809661408919226e-20,1.1637141966097101e-19,5.177076719628349e-20,4.341556137885271e-20,5.351077448628413e-20,1.4869710306142032e-19,1.8134120204351382e-20,1.2220732890443865e-20,2.142833586566865e-20,5.17831889604639e-20
173,1.2975e-08,3.998208473242655e-20,3.317780430260468e-20,4.1007735544074786e-20,1.14167624579106e-19,5.159361187063268e-20,4.3464062839650294e-20,5.1805250065852545e-20,1.4686292477613551e-19,1.678170921995612e-20,1.2625377577218606e-20,1.9433795396069612e-20,4.8840882193244334e-20
174,1.305e-08,4.4473403759489125e-20,3.3450476980321846e-20,4.1109456718546105e-20,1.1903333745835708e-19,5.598417141599838e-20,4.3967218770275467e-20,5.197731052205924e-20,1.5192870070833308e-19,2.147435041454974e-20,1.2437533911723104e-20,1.9394975388479804e-20,5.3306859714752643e-20
175,1.3125e-08,4.199679080929893e-20,3.3580830011791993e-20,6.416030248889226e-20,1.397379233099832e-19,5.3542299878713517e-20,4.403567481013622e-20,7.477610526982281e-20,1.7235407995867255e-19,1.8928322492870953e-20,1.2691560033850311e-20,4.2949430916837666e-20,7.456931344355892e-20
176,1.3199999999999999e-08,4.345741065810872e-20,3.393493751094951e-20,6.342372811417446e-20,1.408160762832327e-19,5.510577333463795e-20,4.441261508696608e-20,7.390326897169681e-20,1.7342165739330084e-19,2.0183436013402848e-20,1.300004657293202e-20,4.248511425236712e-20,7.566859683870198e-20
177,1.3275e-08,4.3489725280394114e-20,3.414108957604426e-20,6.45217365618067e-20,1.4215255141824506e-19,5.495435850105419e-20,4.472972778862843e-20,7.532355041028641e-20,1.7500763669996903e-19,2.058285070083307e-20,1.2984494084884859e-20,4.293920615752012e-20,7.650655094323804e-20
178,1.335e-08,4.2589305147767883e-20,3.362947668247731e-20,6.472902784438376e-20,1.4094780967462896e-19,5.437990193082798e-20,4.4214139110114433e-20,7.556961030654576e-20,1.7416365134748818e-19,1.9031140090989612e-20,1.2480824996007038e-20,4.3069035932681185e-20,7.458100101967784e-20
179,1.3425e-08,4.2893943050461045e-20,3.413487429403384e-20,6.464609541845616e-20,1.4167491276295105e-19,5.46329089465465e-20,4.5003585815082376e-20,7.538209351520104e-20,1.7501858827682994e-19,1.9438938926055914e-20,1.2418679204126329e-20,4.319506797124911e-20,7.505268610143135e-20
180,1.35e-08,4.286222064719738e-20,3.42253253609817e-20,6.484840015162993e-20,1.41935946159809e-19,5.457584407258354e-20,4.506855173754139e-20,7.577285550611882e-20,1.7541725131624374e-19,1.945785196717778e-20,1.2560050784379072e-20,4.302082626951639e-20,7.503872902107323e-20
181,1.3574999999999999e-08,4.4165417491687053e-20,3.421175577563624e-20,6.16260879377677e-20,1.40003261205091e-19,5.602979032980052e-20,4.507350955813947e-20,7.24022834152431e-20,1.735055833031831e-19,2.0459844418659575e-20,1.2509462573486229e-20,4.0094744239608795e-20,7.30640512317546e-20
182,1.365e-08,4.280581488897913e-20,3.4474762534241054e-20,6.521342790724917e-20,1.4249400533046935e-19,5.473368151551501e-20,4.547558317549848e-20,7.578609933724231e-20,1.7599536402825582e-19,1.8973378250412307e-20,1.2494607229541164e-20,4.408873479614959e-20,7.555672027610306e-20
183,1.3725e-08,4.389624807479188e-20,3.448814413097822e-20,6.37288624140778e-20,1.421132546198479e-19,5.565898005886508e-20,4.5304036740545223e-20,7.426214073644641e-20,1.7522515753585672e-19,2.0393758192551853e-20,1.287748370209726e-20,4.2682878578563963e-20,7.595412047321307e-20
184,1.38e-08,4.2714340045292793e-20,3.4715716615496473e-20,6.605508871727012e-20,1.4348514537805938e-19,5.451800614298419e-20,4.5719733216192305e-20,7.640949814141381e-20,1.7664723750059033e-19,1.9130061885257016e-20,1.2729175634028018e-20,4.536649332488924e-20,7.722573084417428e-20
185,1.3875e-08,4.361429080283168e-20,3.551119452140138e-20,6.137079381722329e-20,1.4049627914145634e-19,5.565782144845714e-20,4.698101260635321e-20,7.227412228656394e-20,1.749129563413743e-19,1.9550752032373008e-20,1.259396033994491e-20,3.958543244195865e-20,7.173014481427657e-20
186,1.395e-08,4.3128102714680814e-20,3.5426591494178624e-20,6.262079948484069e-20,1.4117549369370014e-19,5.496871149223172e-20,4.6839538747755645e-20,7.347223241903054e-20,1.7528048265901788e-19,1.9470011348597652e-20,1.2622987899629221e-20,4.093912782141059e-20,7.303212706963746e-20
187,1.4025e-08,4.466035225919804e-20,3.592375757745217e-20,6.61384667025295e-20,1.4672257653917971e-19,5.689070333845413e-20,4.751357514379275e-20,7.721159020523956e-20,1.8161586868748642e-19,2.022353750513756e-20,1.2766758807205297e-20,4.401384689145065e-20,7.70041432037935e-20
188,1.41e-08,4.532660298592665e-20,3.628991455698369e-20,6.18615380173133e-20,1.4347805556022366e-19,5.746066882613847e-20,4.801634237164361e-20,7.298384244133997e-20,1.7846085363912206e-19,2.108217065284721e-20,1.2859962106989382e-20,3.9638652420088134e-20,7.358078517992473e-20
189,1.4175e-08,4.4083043526077435e-20,3.608172099982952e-20,4.468505886922879e-20,1.2484982339513572e-19,5.628058358267485e-20,4.7715081597672817e-20,5.626936319628966e-20,1.6026502837663735e-19,1.9711786733305624e-20,1.2837721211560573e-20,2.1539075809495825e-20,5.4088583754362017e-20
190,1.425e-08,4.3260306435054313e-20,3.6129743796192266e-20,4.3067805281534345e-20,1.2245785551278093e-19,5.553752847734112e-20,4.7816081412294714e-20,5.459923138287639e-20,1.5795284127251223e-19,1.8729841299782052e-20,1.277989344214384e-20,2.0027475395454427e-20,5.1537210137380323e-20
191,1.4325e-08,4.4653930739611373e-20,3.6161462223714575e-20,4.413646084092413e-20,1.2495185380425008e-19,5.713432741260778e-20,4.7910554851079113e-20,5.58405988101877e-20,1.608854810738746e-19,1.9717513168370504e-20,1.2686224415523344e-20,2.075104454686822e-20,5.315478213076207e-20
192,1.44e-08,3.994979620024136e-20,3.66737843676274e-20,4.4056070200786533e-20,1.206796507686553e-19,5.226925169523542e-20,4.852389451185963e-20,5.601423698046633e-20,1.5680738318756138e-19,1.533494664676689e-20,1.299670882553839e-20,2.0163092435918508e-20,4.849474790822379e-20
193,1.4475e-08,4.016745536020692e-20,3.653774777168698e-20,4.1815412893672203e-20,1.185206160255661e-19,5.260241208248647e-20,4.831879871611573e-20,5.3842572923565906e-20,1.5476378372216812e-19,1.532182894049604e-20,1.2998655747955317e-20,1.7784583380818198e-20,4.610506806926955e-20
194,1.455e-08,4.040779517270405e-20,3.678046678756152e-20,4.404386453222873e-20,1.212321264924943e-19,5.2768856656029035e-20,4.8894272712472515e-20,5.613923316518233e-20,1.5780236253368387e-19,1.5709814904263692e-20,1.2576514714936611e-20,1.987675103318276e-20,4.8163080652383065e-20
195,1.4625e-08,4.097470960417346e-20,3.717703674243446e-20,4.452244836419614e-20,1.2267419471080405e-19,5.335779988792796e-20,4.910503666838407e-20,5.612270061800587e-20,1.5858553717431788e-19,1.6232714759874928e-20,1.3344333765390605e-20,2.1344600599259877e-20,5.092164912452541e-20
196,1.47e-08,4.114193380097253e-20,3.752587978569122e-20,4.6050297295221314e-20,1.2471811088188507e-19,5.3500316037062004e-20,4.9516742837021565e-20,5.798045536792159e-20,1.6099751424200515e-19,1.6449306794098433e-20,1.3567573337427682e-20,2.2213282239806493e-20,5.22301623713326e-20
197,1.4775e-08,4.12226886011322e-20,3.7303964680392924e-20,4.4888722885150514e-20,1.2341537616667565e-19,5.390443057974106e-20,4.9517234180364846e-20,5.680210325877545e-20,1.6022376801888135e-19,1.588397367121643e-20,1.2901279722441224e-20,2.1085230458942884e-20,4.987048385260054e-20
198,1.485e-08,4.142452738714513e-20,3.792777808979708e-20,4.589820373194426e-20,1.2525050920888648e-19,5.418288332836097e-20,5.022534844179079e-20,5.784201679897917e-20,1.6225024856913092e-19,1.593273416866115e-20,1.3356656077903403e-20,2.2033905357771026e-20,5.1323295604335576e-20
199,1.4925e-08,4.237030498258191e-20,3.801908846675004e-20,4.7174479433818234e-20,1.2756387288315018e-19,5.497798337233541e-20,5.037888835772733e-20,5.902100702135932e-20,1.6437787875142205e-19,1.7179572574929935e-20,1.332362891895754e-20,2.3504562007930467e-20,5.400776350181794e-20
200,1.5e-08,4.183281766370972e-20,3.7915805211678626e-20,4.6966101339814735e-20,1.267147242152031e-19,5.451073848344057e-20,5.015463440174503e-20,5.896237340638704e-20,1.6362774629157266e-19,1.6501737588349075e-20,1.3462050794807684e-20,2.2996987425550133e-20,5.2960775808706887e-20
201,1.5075e-08,4.165207937518821e-20,3.836240626795182e-20,4.692371961149669e-20,1.2693820525463672e-19,5.448822054095921e-20,5.0737455924559896e-20,5.89429421678243e-20,1.641686186333434e-19,1.6004867631860635e-20,1.3636476973596257e-20,2.2908749542896802e-20,5.255009414835369e-20
202,1.515e-08,4.2299869876769095e-20,4.4807907686680675e-20,4.8962707865353836e-20,1.3607048542880363e-19,5.546614275317739e-20,5.660165909962142e-20,6.128908215941527e-20,1.7335688401221407e-19,1.5993039500664237e-20,2.12434395315276e-20,2.4334034227024087e-20,6.157051325921593e-20
203,1.5225e-08,4.2570500038438606e-20,4.613990967200688e-20,4.6668559573797254e-20,1.3537896928424274e-19,5.572154637954921e-20,5.814034250583482e-20,5.906182060448051e-20,1.7292370948986453e-19,1.6294092993602365e-20,2.216248234972955e-20,2.1906243100381323e-20,6.036281844371323e-20
204,1.53e-08,4.2678752230016144e-20,4.596284749073014e-20,4.598620239913317e-20,1.3462780211987943e-19,5.589920908605129e-20,5.760478907385871e-20,5.84858242085392e-20,1.719898223684492e-19,1.626365972274279e-20,2.2701702491627542e-20,2.1011372104167602e-20,5.997673431853793e-20
205,1.5375e-08,4.257830835847108e-20,4.4005228079471924e-20,4.605763102140264e-20,1.3264116745934564e-19,5.597970227345575e-20,5.574316331500913e-20,5.833160160136217e-20,1.7005446718982704e-19,1.5801695125991937e-20,2.055228326315443e-20,2.1533662460272542e-20,5.78876408494189e-20
206,1.545e-08,4.320726897596408e-20,4.45401993015867e-20,4.8232878099490224e-20,1.3598034637704098e-19,5.666565188301361e-20,5.630207668442464e-20,6.061890488704224e-20,1.735866334544805e-19,1.631678906598036e-20,2.1039416952674187e-20,2.348501598295562e-20,6.084122200161017e-20
207,1.5525e-08,4.353553769059404e-20,4.6889236979080716e-20,4.900959945325056e-20,1.3943437412292532e-19,5.704840973014662e-20,5.878233867615368e-20,6.154652246831575e-20,1.7737727087461603e-19,1.6536185939691134e-20,2.31262622991869e-20,2.3960239600883958e-20,6.3622687839762e-20
208,1.56e-08,4.309067603918566e-20,4.451573950299542e-20,7.300408451632153e-20,1.606105000585026e-19,5.648476830895416e-20,5.666506967245137e-20,8.55180607150688e-20,1.9866789869647435e-19,1.632865183611305e-20,2.0240808324570724e-20,4.800057347859016e-20,8.457003363927394e-20
209,1.5675e-08,4.3401462412476306e-20,4.4809623502878306e-20,4.77185025374154e-20,1.3592958845277002e-19,5.66977446941731e-20,5.705304772591514e-20,6.059888722550328e-20,1.7434967964559153e-19,1.683486715041418e-20,2.0346687994740268e-20,2.1982890162583595e-20,5.916444530773803e-20
210,1.575e-08,4.3342088389110705e-20,4.6627614317139823e-20,4.6469653585205213e-20,1.3643935629145575e-19,5.711781459183299e-20,5.860585495869656e-20,5.958625493956391e-20,1.7530992449009344e-19,1.5817541698905844e-20,2.2694528035279405e-20,2.0262069238508068e-20,5.877413897269331e-20
211,1.5825e-08,4.3737413118396775e-20,4.582930850684507e-20,5.026389324882234e-20,1.398306148740642e-19,5.732277954373162e-20,5.798603523445631e-20,6.328281182147013e-20,1.7859162659965803e-19,1.6593214186526563e-20,2.1539598658512445e-20,2.4251483678864002e-20,6.238429652390301e-20
212,1.59e-08,4.3340404478595686e-20,4.9343457634766563e-20,4.5233589020919823e-20,1.3791745113428207e-19,5.684183487009726e-20,6.150370661488625e-20,5.80297242471459e-20,1.7637526573212942e-19,1.6363913676825963e-20,2.5046710160816485e-20,1.9666311020081406e-20,6.107693485772385e-20
213,1.5975e-08,4.3740410428533944e-20,4.5700330722894344e-20,5.011534497929383e-20,1.395560861307221e-19,5.74948598886696e-20,5.812963798745634e-20,6.315954117687856e-20,1.787840390530045e-19,1.6258375667364423e-20,2.0865992184521446e-20,2.4052429529822804e-20,6.117679738170868e-20
214,1.605e-08,4.438497151823265e-20,4.742366116238713e-20,4.903292521993669e-20,1.4084155790055647e-19,5.836534984505632e-20,5.983041579828191e-20,6.206920583121075e-20,1.8026497147454898e-19,1.645152029100486e-20,2.263438383324582e-20,2.2985825482957476e-20,6.207172960720816e-20
215,1.6125e-08,4.5012195737083516e-20,4.626832274328108e-20,5.11682830538823e-20,1.424488015342469e-19,5.910581513975909e-20,5.893542406039311e-20,6.430837377777872e-20,1.8234961297793092e-19,1.6852483532128186e-20,2.0958860541317002e-20,2.4913765845784593e-20,6.272510991922978e-20
216,1.62e-08,4.5714494497660844e-20,4.7623725252650104e-20,5.087384744582503e-20,1.4421206719613597e-19,6.001733921563999e-20,6.071937361327699e-20,6.419710155559255e-20,1.8493381438450953e-19,1.7136740305292328e-20,2.1458005969600632e-20,2.4253361206973132e-20,6.284810748186609e-20
217,1.6275e-08,4.6412647873517747e-20,4.984410273577327e-20,5.12818011377565e-20,1.475385517470475e-19,6.106691419860785e-20,6.274031216624437e-20,6.439930289158772e-20,1.882065292564399e-19,1.713273683725373e-20,2.4076871783874956e-20,2.5072417750706986e-20,6.628202637183567e-20
218,1.635e-08,4.617869115350885e-20,4.4852498606946016e-20,4.9286952051273564e-20,1.4031814181172844e-19,6.066075890617266e-20,5.804719708202115e-20,6.263599582263955e-20,1.8134395181083334e-19,1.7242840936760656e-20,1.8488872552254856e-20,2.2614936859657532e-20,5.834665034867305e-20
219,1.6425e-08,4.6297572592504223e-20,4.865123765153204e-20,5.10012145559584e-20,1.4595002479999464e-19,6.094940051134307e-20,6.191315146761252e-20,6.42403308114228e-20,1.871028827903784e-19,1.7022533606230563e-20,2.215331219479313e-20,2.454883969396604e-20,6.372468549498974e-20
220,1.65e-08,4.6839484074670914e-20,4.7905124127008844e-20,4.958917665706633e-20,1.443337848587461e-19,6.15168059651625e-20,6.12420352778944e-20,6.284577087543195e-20,1.8560461211848885e-19,1.7513506938005114e-20,2.1257350479829294e-20,2.3101880005917832e-20,6.187273742375224e-20
221,1.6575e-08,4.688699615616048e-20,4.578222928054356e-20,5.159985551356531e-20,1.4426908095026934e-19,6.159526390544973e-20,5.904206291766539e-20,6.481617047500104e-20,1.8545349729811615e-19,1.7499187743029777e-20,1.9288460118872448e-20,2.5193038705852926e-20,6.198068656775515e-20
222,1.665e-08,4.7118181284796464e-20,5.003563976886964e-20,5.250400451621293e-20,1.4965782556987904e-19,6.182106975222018e-20,6.334329184405976e-20,6.585886658853783e-20,1.9102322818481777e-19,1.7741120928986986e-20,2.3446327126448776e-20,2.582036408654813e-20,6.70078121419839e-20
223,1.6725e-08,4.733707049339919e-20,4.6448420776650424e-20,5.0533119624700014e-20,1.4431861089474965e-19,6.224790835306519e-20,5.971814743860906e-20,6.365599682517351e-20,1.8562205261684776e-19,1.754451750426187e-20,1.9934884887619753e-20,2.431299584328516e-20,6.179239823516678e-20
224,1.6799999999999998e-08,4.822360600577744e-20,4.8606016637073905e-20,5.502719775220191e-20,1.5185682039505324e-19,6.321613970052824e-20,6.166400534519998e-20,6.839730860854493e-20,1.932774536542731e-19,1.8267820908648405e-20,2.2515543105017325e-20,2.831308953728215e-20,6.909645355094788e-20
225,1.6875e-08,4.852662220512917e-20,4.896146737928992e-20,5.228609934122007e-20,1.4977418892563916e-19,6.36458967064743e-20,6.228341614835243e-20,6.56872156978201e-20,1.9161652855264683e-19,1.8317603035449354e-20,2.234358927235447e-20,2.5510040683403976e-20,6.61712329912078e-20
226,1.695e-08,4.8198046776508486e-20,5.0104315768251516e-20,5.209717811736281e-20,1.5039954066212282e-19,6.341679506045759e-20,6.358625146498316e-20,6.542860015058295e-20,1.9243164667602372e-19,1.7790274326352348e-20,2.316677628044591e-20,2.546037198458115e-20,6.641742259137942e-20
