,"time, s","r_all, m^2","x_all, m^2","y_all, m^2","z_all, m^2","r_2, m^2","x_2, m^2","y_2, m^2","z_2, m^2","r_5, m^2","x_5, m^2","y_5, m^2","z_5, m^2"
29,2.175e-09,2.999025468200188e-20,8.341639197205899e-21,1.020931796152248e-20,1.1439297523273518e-20,3.519918752117434e-20,9.96737128669313e-21,1.205749944998408e-20,1.317431678449716e-20,1.9582562700608462e-20,5.093350276218704e-21,6.516564714068903e-21,7.972647710320853e-21
30,2.25e-09,3.0810339197802414e-20,8.58052544240843e-21,1.0508495762197913e-20,1.1721317993196043e-20,3.6194453940126296e-20,1.0258818584611552e-20,1.242045405027592e-20,1.3515181305238832e-20,2.005262556226068e-20,5.227217074295558e-21,6.688313479573319e-21,8.137095008391815e-21
31,2.325e-09,3.161454418096076e-20,8.807878552918973e-21,1.0796330561085263e-20,1.2010335066956536e-20,3.717535692311442e-20,1.053883580857104e-20,1.2773189839807338e-20,1.386333127473609e-20,2.0503779659040493e-20,5.349344817504792e-21,6.846473056919911e-21,8.307961784615775e-21
32,2.4e-09,3.2494796784915405e-20,9.051671698349064e-21,1.1098375198562362e-20,1.2344749888003976e-20,3.823160688077638e-20,1.083760443316959e-20,1.3139273709070679e-20,1.4254728738536107e-20,2.1032381300411957e-20,5.483294378580722e-21,7.020564307449086e-21,8.528522614382138e-21
33,2.475e-09,3.340374998786851e-20,9.278986583686271e-21,1.141573136231235e-20,1.2709032041869892e-20,3.931690979128642e-20,1.1120374223307936e-20,1.3520292324792213e-20,1.4676243243186258e-20,2.1588979521273763e-20,5.59980776467658e-21,7.210719907982452e-21,8.778451848614729e-21
34,2.55e-09,3.432433920445588e-20,9.53200913916275e-21,1.1712271185762944e-20,1.308005887953019e-20,4.04149929428935e-20,1.142631920438707e-20,1.3883759634476742e-20,1.510491410402969e-20,2.2154927535663482e-20,5.747088833060261e-21,7.373535476711717e-21,9.034303225891487e-21
35,2.625e-09,3.521567462072316e-20,9.751515015144919e-21,1.201956244643771e-20,1.344459715914053e-20,4.148777385552659e-20,1.1702386161658185e-20,1.4255825339984267e-20,1.552956235388414e-20,2.2683726344934202e-20,5.853583017326428e-21,7.551404360308497e-21,9.278738967299275e-21
36,2.7e-09,3.608656754108614e-20,1.0002116376982349e-20,1.2304669114362705e-20,1.3779782049741095e-20,4.253630774522961e-20,1.2008614720259239e-20,1.460672436927023e-20,1.5920968655700143e-20,2.3199684281635443e-20,5.993038632505293e-21,7.705054806217396e-21,9.501590842912763e-21
37,2.775e-09,3.699063097623607e-20,1.0239739797733706e-20,1.2595212012094512e-20,1.4155679166407857e-20,4.361680942937457e-20,1.2301941250965587e-20,1.4959896003113374e-20,1.635497217529566e-20,2.37512158247502e-20,6.1193646284832856e-21,7.870462553476728e-21,9.7613886427902e-21
38,2.85e-09,3.790383062430289e-20,1.047505857816362e-20,1.2898638778123951e-20,1.453013326801534e-20,4.471101693324721e-20,1.2592581324454737e-20,1.5329137564859976e-20,1.6789298043932547e-20,2.4302753292173774e-20,6.24414887219523e-21,8.042388272594761e-21,1.0016216147383785e-20
39,2.925e-09,3.8838706152319306e-20,1.0716654141907973e-20,1.3182446620741756e-20,1.493960538966963e-20,4.582364803633074e-20,1.28897996656914e-20,1.567777202745902e-20,1.7256076343180383e-20,2.488246484891367e-20,6.37460751919223e-21,8.196669489742251e-21,1.0311187839979188e-20
40,3e-09,3.9755547274467905e-20,1.0965069124035451e-20,1.3474342667889814e-20,1.5316135482542648e-20,4.6925590584886307e-20,1.319483217311562e-20,1.6038071295100443e-20,1.7692687116670245e-20,2.5429464644471826e-20,6.50989803183036e-21,8.35189269594358e-21,1.0567673916697897e-20
41,3.075e-09,4.075188785994742e-20,1.1189842533531287e-20,1.375034054349473e-20,1.5811704782921423e-20,4.81052455953621e-20,1.347436586591434e-20,1.637933130164569e-20,1.825154842780206e-20,2.6059534415945067e-20,6.625257828398725e-21,8.497493774767303e-21,1.0936782812779026e-20
42,3.15e-09,4.172082578764295e-20,1.1428467940240302e-20,1.4035389024565418e-20,1.6256968822837264e-20,4.9257767714503356e-20,1.3769646547266346e-20,1.6729417479033037e-20,1.8758703688203985e-20,2.6661662523623076e-20,6.750683340655054e-21,8.652593889955298e-21,1.12583852930127e-20
43,3.225e-09,4.276989587601956e-20,1.1695138539316327e-20,1.4334858136503288e-20,1.673989920019999e-20,5.049051353445551e-20,1.4094062032049786e-20,1.709371021139415e-20,1.9302741291011527e-20,2.734373989051194e-20,6.901976951296101e-21,8.822542369680276e-21,1.1619220569535543e-20
44,3.2999999999999998e-09,4.373819102015747e-20,1.192420840024019e-20,1.4659707906491845e-20,1.715427471342539e-20,5.16442060302636e-20,1.437962647860776e-20,1.7484341701708606e-20,1.9780237849947216e-20,2.7941602435511624e-20,7.018167981939365e-21,9.015957178939547e-21,1.1907477274632726e-20
45,3.375e-09,4.4709782865001556e-20,1.2149353516445309e-20,1.4994595128010918e-20,1.7565834220545325e-20,5.28037025303549e-20,1.466309419713283e-20,1.7884536827484235e-20,2.0256071505737795e-20,2.8537751971141343e-20,7.126781804837187e-21,9.220356146446075e-21,1.21906140198581e-20
46,3.45e-09,4.569464119160073e-20,1.2407379630750319e-20,1.528960741153995e-20,1.7997654149310477e-20,5.3971383654761033e-20,1.497765032778417e-20,1.8244582323152426e-20,2.0749151003824458e-20,2.9157321777903424e-20,7.27185829663774e-21,9.38542902368922e-21,1.2500034457576466e-20
47,3.525e-09,4.6683705463282286e-20,1.2666968628663387e-20,1.560539999813523e-20,1.8411336836483644e-20,5.514596376257144e-20,1.5294349391717184e-20,1.8626442433828073e-20,2.122517193702616e-20,2.9775716712944746e-20,7.417338705608688e-21,9.569215600256744e-21,1.2789162407079327e-20
48,3.6e-09,4.7654892037453225e-20,1.2910895889554217e-20,1.5940696173229288e-20,1.880329997466976e-20,5.62990091209029e-20,1.5595762221004452e-20,1.902504244695463e-20,2.1678204452943835e-20,3.038354091173256e-20,7.546407106207366e-21,9.778027739594465e-21,1.3059106065930708e-20
49,3.675e-09,4.865891559053505e-20,1.3186591563874337e-20,1.629486651762071e-20,1.9177457509039985e-20,5.748957480224955e-20,1.592877656628481e-20,1.944660723162671e-20,2.211419100433805e-20,3.101484454837891e-20,7.707577389136214e-21,9.997540833190778e-21,1.3309726326051892e-20
50,3.75e-09,4.9555103162294566e-20,1.3425009780017822e-20,1.662781607903861e-20,1.9502277303238102e-20,5.856710488644785e-20,1.6223969015247035e-20,1.9843634191713433e-20,2.2499501679487408e-20,3.1548701279855355e-20,7.832558026815743e-21,1.0202460748440242e-20,1.3513682504599342e-20
51,3.825e-09,5.0434984836359836e-20,1.3632127933813382e-20,1.696526910663404e-20,1.9837587795912447e-20,5.9632943569791e-20,1.6488611171042924e-20,2.02458774590854e-20,2.2898454939662606e-20,3.2057032132648875e-20,7.924740528176954e-21,1.0410459839919653e-20,1.3721831764552278e-20
52,3.9e-09,5.1350750791059297e-20,1.385043812214018e-20,1.7275331380010447e-20,2.0224981288908706e-20,6.073382023473858e-20,1.6763451323395777e-20,2.0622734587616515e-20,2.3347634323726237e-20,3.260293821120804e-20,8.030101198537607e-21,1.058706286168815e-20,1.398577415098231e-20
53,3.975e-09,5.2302490013609135e-20,1.4100707934609113e-20,1.7600655392263175e-20,2.0601126686736862e-20,6.187176007704632e-20,1.7071186004346918e-20,2.101255372578516e-20,2.3788020346914265e-20,3.3182639867327503e-20,8.165553510113473e-21,1.0783522589151917e-20,1.4233563768062094e-20
54,4.05e-09,5.316282634618024e-20,1.4324614871526466e-20,1.7905124283562183e-20,2.0933087191091605e-20,6.291520605375542e-20,1.7350450450155378e-20,2.1380925985166363e-20,2.418382961843373e-20,3.367711454764619e-20,8.278853549383144e-21,1.0960309555552299e-20,1.443795144271074e-20
55,4.125e-09,5.392287650589296e-20,1.4532217264348445e-20,1.817866129822308e-20,2.1211997943321432e-20,6.38589305380606e-20,1.7613772505795497e-20,2.171740638328548e-20,2.452775164897957e-20,3.407017479708935e-20,8.375125444035239e-21,1.1108082739592626e-20,1.4586966613461495e-20
56,4.1999999999999996e-09,5.47879139155246e-20,1.476336355127885e-20,1.8501238650354902e-20,2.1523311713890906e-20,6.490684975935248e-20,1.7902914388790136e-20,2.2104962073113454e-20,2.4898973297448937e-20,3.4569805774438835e-20,8.490393811485789e-21,1.1300830327147817e-20,1.4778581635805223e-20
57,4.275e-09,5.56225587249594e-20,1.4996570365388157e-20,1.88249594872427e-20,2.1801028872328554e-20,6.592618084657068e-20,1.819504252210807e-20,2.2493407629966397e-20,2.5237730694496157e-20,3.50354387436933e-20,8.605873067879456e-21,1.1495228139574085e-20,1.4934337536239788e-20
58,4.35e-09,5.644907775834099e-20,1.5193208569994975e-20,1.9125961872115786e-20,2.2129907316230174e-20,6.693685757248131e-20,1.8449449700623814e-20,2.2861189112876562e-20,2.5626218758980897e-20,3.549400207500977e-20,8.687086154695565e-21,1.1662802756298804e-20,1.5144113164015386e-20
59,4.425e-09,5.73569974200887e-20,1.5414800638705776e-20,1.9465620266011955e-20,2.2476576515371004e-20,6.803128151927463e-20,1.8730937099652625e-20,2.3264383300760917e-20,2.603596111886106e-20,3.602927743284821e-20,8.789004545837355e-21,1.1875513655566277e-20,1.5364759231444574e-20
60,4.5e-09,5.824979678116205e-20,1.562250216584301e-20,1.9786049774072433e-20,2.2841244841246583e-20,6.910644253432274e-20,1.8996343095652812e-20,2.3649678975544556e-20,2.6460420463125365e-20,3.65577096610773e-20,8.881409839289478e-21,1.2066337521912326e-20,1.56099622998755e-20
61,4.575e-09,5.912283647333956e-20,1.5859135877041642e-20,2.0082920285318755e-20,2.3180780310979157e-20,7.016615663553626e-20,1.929131272099923e-20,2.4013034404728275e-20,2.686180950980876e-20,3.705776513363801e-20,9.001485659524827e-21,1.2230368050639231e-20,1.582591142347395e-20
62,4.65e-09,6.000164877913471e-20,1.6083339528485856e-20,2.0430496459159615e-20,2.3487812791489252e-20,7.122582983002218e-20,1.957279036756051e-20,2.4423536750981332e-20,2.7229502711480466e-20,3.757520890597451e-20,9.111253184006583e-21,1.2452214782336119e-20,1.6011740939631783e-20
63,4.725e-09,6.087917199063004e-20,1.6292595824095516e-20,2.074331543443385e-20,2.3843260732100785e-20,7.22875985621303e-20,1.9841292920674914e-20,2.4803021543461018e-20,2.764328409799425e-20,3.8084600930777453e-20,9.202132679953481e-21,1.2631832329873671e-20,1.6250635920950297e-20
64,4.8e-09,6.185488102067242e-20,1.6518432869841776e-20,2.1091543387262003e-20,2.4244904763568593e-20,7.34517704410598e-20,2.012458413321026e-20,2.5218904859007804e-20,2.8108281448841754e-20,3.868375235454659e-20,9.313173607291088e-21,1.284488169664493e-20,1.65256970506106e-20
65,4.875e-09,6.281475191528626e-20,1.67641841419332e-20,2.1434294902075596e-20,2.4616272871277446e-20,7.459723139926892e-20,2.0429147487009232e-20,2.5627755545436104e-20,2.8540328366823544e-20,3.9272805602562976e-20,9.441415583314412e-21,1.3055563968173614e-20,1.677582605107496e-20
66,4.95e-09,6.367562155955738e-20,1.694692380768481e-20,2.1763681824306384e-20,2.4965015927566246e-20,7.56446472344971e-20,2.066954335400695e-20,2.6023429843235633e-20,2.895167403725449e-20,3.976094721294939e-20,9.508955456341935e-21,1.3252505606797323e-20,1.6999486149810134e-20
67,5.025e-09,6.463107832123124e-20,1.717848401705585e-20,2.2121619805753195e-20,2.5330974498422267e-20,7.678730632483567e-20,2.0958678408985457e-20,2.644991114400363e-20,2.937871677184658e-20,4.0342364946842075e-20,9.625478425368332e-21,1.347349082327232e-20,1.7243395698201437e-20
68,5.1e-09,6.550545584021511e-20,1.7373979323886163e-20,2.245437169162674e-20,2.567710482470231e-20,7.784356480759519e-20,2.1211822034476745e-20,2.6847481273814404e-20,2.9784261499304005e-20,4.085333577453207e-20,9.705789689249066e-21,1.367673281940406e-20,1.747081326587891e-20
69,5.175e-09,6.654398516093273e-20,1.762377096508623e-20,2.2829720491926637e-20,2.609049370391979e-20,7.906648923644946e-20,2.1520975256166684e-20,2.728781651524667e-20,3.025769746503607e-20,4.1523435025671614e-20,9.836974110056354e-21,1.3922235664082173e-20,1.7764225251533097e-20
70,5.25e-09,6.760403442048489e-20,1.7879267962756227e-20,2.3218767635517816e-20,2.6505998822210786e-20,8.030929859395775e-20,2.1835226879568133e-20,2.774038522678626e-20,3.0733686487603374e-20,4.2218321042627636e-20,9.975076611391792e-21,1.418436373733886e-20,1.8058880693897033e-20
71,5.325e-09,6.869618800004895e-20,1.8144104446107424e-20,2.3585100024753948e-20,2.6966983529187622e-20,8.158486122030173e-20,2.2159236271211835e-20,2.8171496401756336e-20,3.1254128547333536e-20,4.294401474942669e-20,1.0121682850244472e-20,1.4421265076172908e-20,1.8401066823009305e-20
72,5.4e-09,6.975223348816277e-20,1.8415227439277317e-20,2.3924420606967272e-20,2.7412585441918173e-20,8.282748944601814e-20,2.2486826855851793e-20,2.857676251196002e-20,3.1763900078206345e-20,4.362725918174477e-20,1.02799809487388e-20,1.462882340226498e-20,1.8718454830741024e-20
73,5.475e-09,7.06735750197448e-20,1.8653386763293423e-20,2.4248343494805496e-20,2.7771844761645826e-20,8.393208133445935e-20,2.2782750747878612e-20,2.8966887415026734e-20,3.218244317155403e-20,4.418245791046145e-20,1.0402723958155378e-20,1.4820471560457215e-20,1.8959262391848876e-20
74,5.55e-09,7.158815539867745e-20,1.8905731235946167e-20,2.4594621939776577e-20,2.808780222295466e-20,8.503163275640391e-20,2.309323664777099e-20,2.937903837996972e-20,3.255935772866319e-20,4.4727457474938834e-20,1.0538899133804002e-20,1.5035133622750105e-20,1.9153424718384723e-20
75,5.625e-09,7.25402106004856e-20,1.9154080460238825e-20,2.4926058348998463e-20,2.846007179124832e-20,8.617044039238692e-20,2.3400928122454472e-20,2.9777294896590775e-20,3.299221737334164e-20,4.5306372559245345e-20,1.0668679760147728e-20,1.523306032519588e-20,1.9404632473901746e-20
76,5.7e-09,7.347604623352114e-20,1.941107136791813e-20,2.5275178106186832e-20,2.878979675941618e-20,8.729355236040849e-20,2.3717013625129955e-20,3.019361760186576e-20,3.3382921133412776e-20,4.586802129640053e-20,1.080759689696559e-20,1.5447905441968987e-20,1.961251895746598e-20
77,5.775e-09,7.43940277615956e-20,1.966991222547814e-20,2.5604484725165844e-20,2.911963081095159e-20,8.839692987127259e-20,2.403335860197368e-20,3.059047957179999e-20,3.3773091697498974e-20,4.6415572960424536e-20,1.09515418286912e-20,1.5642233303082467e-20,1.9821797828650857e-20
78,5.85e-09,7.531111386172391e-20,1.9939886713871706e-20,2.592387231713128e-20,2.9447354830720916e-20,8.950003979169944e-20,2.4363302741196477e-20,3.097550777848736e-20,3.4161229272015666e-20,4.696097474772972e-20,1.1101694143650523e-20,1.5830467869929606e-20,2.0028812734149617e-20
79,5.925e-09,7.631822708233029e-20,2.0189041327644262e-20,2.6278162283774748e-20,2.985102347091122e-20,9.069153316766705e-20,2.467211084491628e-20,3.139472662089782e-20,3.462469570185292e-20,4.759968777510467e-20,1.1231658288251131e-20,1.6055026899249547e-20,2.031300258760399e-20
80,6e-09,7.738294497734947e-20,2.0465038813452994e-20,2.6656608749942632e-20,3.026129741395393e-20,9.19367833598087e-20,2.5007929571985103e-20,3.183640584131942e-20,3.509244794650422e-20,4.830369367802203e-20,1.1388130129901528e-20,1.6307131358383247e-20,2.060843218973723e-20
81,6.075e-09,7.847516569717695e-20,2.0738671787557032e-20,2.7012886502334923e-20,3.0723607407285045e-20,9.321949145052052e-20,2.5343206647913523e-20,3.2257731098311593e-20,3.561855370429527e-20,4.901531170172723e-20,1.1538595298993118e-20,1.6533441147483136e-20,2.0943275255251005e-20
82,6.15e-09,7.95287364489573e-20,2.0970267553201105e-20,2.738895379011833e-20,3.116951510563784e-20,9.446255325932768e-20,2.563450663710084e-20,3.2700982087152235e-20,3.612706453507466e-20,4.9690270439174214e-20,1.1650899227362378e-20,1.6775272251318206e-20,2.1264098960493647e-20
83,6.225e-09,8.061636723879049e-20,2.1227023123052428e-20,2.777301568416892e-20,3.1616328431569245e-20,9.573579910152965e-20,2.5951670073496668e-20,3.3148655297519723e-20,3.663547373051326e-20,5.040703365366932e-20,1.1786957048239006e-20,1.7032235753587104e-20,2.158784085184322e-20
84,6.3e-09,8.163054196630955e-20,2.1496765933299037e-20,2.814569311416667e-20,3.1988082918843814e-20,9.693419348667677e-20,2.6279381972878584e-20,3.358488265446938e-20,3.7069928859328817e-20,5.1053128869950733e-20,1.1940874901092213e-20,1.7277937450632214e-20,2.1834316518226258e-20
85,6.375e-09,8.265437791268976e-20,2.1755295702608715e-20,2.851858922552641e-20,3.2380492984554576e-20,9.814172356609419e-20,2.6593863992663277e-20,3.402276207890707e-20,3.752509749452383e-20,5.170993532786021e-20,1.2087609451191227e-20,1.752099385636929e-20,2.2101332020299727e-20
86,6.45e-09,8.373076474846747e-20,2.2046954582357823e-20,2.891884939895722e-20,3.276496076715236e-20,9.940049120257331e-20,2.694286674282557e-20,3.448512543580937e-20,3.797249902393839e-20,5.242191677473618e-20,1.2264692589860768e-20,1.7797168958137382e-20,2.2360055226738066e-20
87,6.525e-09,8.485214662089375e-20,2.2313913179396727e-20,2.935548542576708e-20,3.3182748015730017e-20,1.0071220353944252e-19,2.7268938120534377e-20,3.4989459150078206e-20,3.845380626882985e-20,5.3163009457465667e-20,1.2413541080209528e-20,1.809854183207514e-20,2.2650926545180966e-20
88,6.5999999999999995e-09,8.589495120664603e-20,2.258277085610646e-20,2.979058960263207e-20,3.352159074790749e-20,1.0193815015539825e-19,2.759573754475852e-20,3.54876653813709e-20,3.8854747229268794e-20,5.383988768208856e-20,1.2566628429366217e-20,1.8407565146284767e-20,2.2865694106437514e-20
89,6.675e-09,8.701976244837499e-20,2.282370682309268e-20,3.020904937615171e-20,3.398700624913065e-20,1.0324716704748221e-19,2.7892333999859767e-20,3.5971302612255766e-20,3.938353043536676e-20,5.459664739976828e-20,1.269635213201315e-20,1.8695797304795417e-20,2.3204497962959675e-20
90,6.75e-09,8.817334035798986e-20,2.3064011917977246e-20,3.0671755094458417e-20,3.44375733455542e-20,1.0458604837963595e-19,2.8189785179416946e-20,3.649963197518913e-20,3.989663122502982e-20,5.53799803850525e-20,1.2822476670999093e-20,1.902738390502961e-20,2.3530119809023802e-20
91,6.825e-09,8.930934556121508e-20,2.3298804469732372e-20,3.112270867141033e-20,3.488783242007243e-20,1.0590797334553601e-19,2.8483751775718196e-20,3.701564442530117e-20,4.040857714451678e-20,5.614450918746439e-20,1.2939036707967777e-20,1.9348346803773063e-20,2.3857125675723593e-20
92,6.9e-09,9.051691237562117e-20,2.3580208058828593e-20,3.15280900589415e-20,3.540861425785114e-20,1.0729673216036174e-19,2.8820289068413996e-20,3.7485304796793075e-20,4.099113829515476e-20,5.699004589165713e-20,1.3110280572879619e-20,1.962529576827324e-20,2.4254469550504294e-20
93,6.975e-09,9.161932764473363e-20,2.3803941049913494e-20,3.1983851362467664e-20,3.583153523235246e-20,1.0858046309405595e-19,2.909901440863054e-20,3.800347227598966e-20,4.147797640943573e-20,5.773018396376336e-20,1.3224136272633143e-20,1.995636660752034e-20,2.4549681083609842e-20
94,7.05e-09,9.269349076856289e-20,2.4053333485365412e-20,3.2405637834571774e-20,3.623451944862576e-20,1.0983539518122665e-19,2.9403766853505083e-20,3.8488011135859886e-20,4.1943617191861564e-20,5.844316222529151e-20,1.3362916814258183e-20,2.0252770867349548e-20,2.482747454368376e-20
95,7.125e-09,9.375324776257404e-20,2.428421058115839e-20,3.2810584516414176e-20,3.665845266500157e-20,1.1107120890028738e-19,2.9688555400002105e-20,3.895425077201986e-20,4.2428402728265537e-20,5.915114962999446e-20,1.3486076304445221e-20,2.0535251353358328e-20,2.512982197219098e-20
96,7.2e-09,9.487129892414985e-20,2.4510604762401753e-20,3.323672121454031e-20,3.7123972947207767e-20,1.1236300765504723e-19,2.9967862447486046e-20,3.944181905829053e-20,4.295332614927055e-20,5.992204495597018e-20,1.360674809864935e-20,2.0838644858765916e-20,2.5476651998554908e-20
97,7.275e-09,9.594508161867225e-20,2.476520884976094e-20,3.361849600166677e-20,3.7561376767244514e-20,1.136117721546132e-19,3.0275932873442284e-20,3.9883791294569876e-20,4.3452047986601057e-20,6.064620580174329e-20,1.3754523935257036e-20,2.1100142320729472e-20,2.579153954575679e-20
98,7.35e-09,9.710491092462791e-20,2.5030503560677803e-20,3.4010923040502305e-20,3.8063484323447725e-20,1.1494846768813507e-19,3.059429342923701e-20,4.033650352609682e-20,4.401767073280127e-20,6.145264809441695e-20,1.3913790600646428e-20,2.137211671869917e-20,2.6166740775071348e-20
99,7.425e-09,9.808160319083101e-20,2.525293824399445e-20,3.4368007317829304e-20,3.8460657629007264e-20,1.161028745748391e-19,3.08713235737962e-20,4.075498615972698e-20,4.4476564841315884e-20,6.207425821848689e-20,1.402714099323825e-20,2.1606524202084435e-20,2.6440593023164185e-20
100,7.5e-09,9.916697184082546e-20,2.5493050980147576e-20,3.4700797031021184e-20,3.897312382965668e-20,1.1736713883011828e-19,3.116864446764346e-20,4.1149080593364043e-20,4.504941376911092e-20,6.280218506339056e-20,1.4152949148686076e-20,2.181682421016821e-20,2.683241170453631e-20
101,7.575e-09,1.0019735830873271e-19,2.5708781791283917e-20,3.5062924085546497e-20,3.9425652431902296e-20,1.1857827572365197e-19,3.144258420509782e-20,4.1571705987392644e-20,4.556398553116157e-20,6.347142370822008e-20,1.4252375796495595e-20,2.2058072746506315e-20,2.716097516521813e-20
102,7.65e-09,1.0114559933624066e-19,2.5921010908850456e-20,3.540724729360037e-20,3.981734113378986e-20,1.1971026343318396e-19,3.171454013179249e-20,4.1980801476194677e-20,4.601492182519678e-20,6.40525302519184e-20,1.4345267949729957e-20,2.2272977901424583e-20,2.7434284400763866e-20
103,7.725e-09,1.0212202863666295e-19,2.614097816791162e-20,3.5753843801537063e-20,4.0227206667214224e-20,1.2086895135315818e-19,3.199089252505807e-20,4.239140271045219e-20,4.648665611764786e-20,6.466479828710313e-20,1.4452575067597514e-20,2.2491689965950727e-20,2.772053325355489e-20
104,7.8e-09,1.0301101716346331e-19,2.6353370777334596e-20,3.609914896674027e-20,4.055849741938849e-20,1.2193664813349141e-19,3.225788056100801e-20,4.280203405877751e-20,4.687673351370596e-20,6.51967193463954e-20,1.455588345565895e-20,2.2706470355111267e-20,2.7934365535625194e-20
105,7.875e-09,1.0393445821940752e-19,2.6545900183212718e-20,3.646225094085063e-20,4.0926307095344254e-20,1.2304198987343982e-19,3.25077788803025e-20,4.3229377357385085e-20,4.730483363575237e-20,6.575671430910446e-20,1.4633787083363363e-20,2.294121515156402e-20,2.818171207417714e-20
106,7.95e-09,1.0487631890576623e-19,2.6731873993441722e-20,3.683252352836463e-20,4.1311921383959856e-20,1.2416331733907798e-19,3.2750003753998096e-20,4.366258489493752e-20,4.77507286901424e-20,6.63399919579577e-20,1.4707368632017556e-20,2.3185740758825487e-20,2.8446882567114676e-20
107,8.025e-09,1.058070681173174e-19,2.6912918017301834e-20,3.7188833902202776e-20,4.17053161978128e-20,1.252727151686048e-19,3.2987958103105486e-20,4.4081478335587763e-20,4.82032787299117e-20,6.691379285663942e-20,1.477470315836218e-20,2.3417007231591766e-20,2.872208246668553e-20
108,8.1e-09,1.06632911116776e-19,2.7074729206664817e-20,3.751886640254105e-20,4.203931550757006e-20,1.2628031249506277e-19,3.320749544412447e-20,4.447395278858912e-20,4.8598864262349223e-20,6.737648219101946e-20,1.4821174790803082e-20,2.3622277783542808e-20,2.893302961667353e-20
109,8.175e-09,1.0760167282989571e-19,2.7271404904347674e-20,3.7873589801419554e-20,4.245667812412842e-20,1.2742689379893133e-19,3.3460533666863524e-20,4.489094056172254e-20,4.907541957034531e-20,6.798995202652955e-20,1.4905235521430257e-20,2.385259404401745e-20,2.9232122461081855e-20
110,8.25e-09,1.0849112745478495e-19,2.743415672777542e-20,3.8192960209159714e-20,4.2864010517849803e-20,1.2850066727996637e-19,3.368208163674333e-20,4.527363584363063e-20,4.9544949799592404e-20,6.851112893689314e-20,1.4950509888177466e-20,2.4045438384816412e-20,2.951518066389923e-20
111,8.325e-09,1.0954394607258497e-19,2.765239871304539e-20,3.85802971084808e-20,4.331125025105885e-20,1.297369635632539e-19,3.395789302558219e-20,4.572393530631652e-20,5.00551352313553e-20,6.919735057853351e-20,1.5053725506550918e-20,2.4306973131164532e-20,2.983665194081805e-20
112,8.399999999999999e-09,1.104957222730595e-19,2.785508979181636e-20,3.8936910821080395e-20,4.370372166016283e-20,1.3087318821528868e-19,3.421838390339534e-20,4.614549307463506e-20,5.050931123725829e-20,6.978059012676974e-20,1.5140929877470114e-20,2.4533825576184958e-20,3.010583467311465e-20
113,8.475e-09,1.1144086124128216e-19,2.805532826198059e-20,3.9300689886482706e-20,4.4084843092818835e-20,1.3200235007682353e-19,3.447836211735053e-20,4.6572986538475705e-20,5.09510014209972e-20,7.03580427280815e-20,1.5221805539239464e-20,2.4770300286895214e-20,3.036593690194683e-20
114,8.55e-09,1.1239755803582587e-19,2.826118805661004e-20,3.96717688176351e-20,4.446460116158073e-20,1.331437083824724e-19,3.474580852794257e-20,4.7005455204809827e-20,5.1392444649719974e-20,7.094577716742855e-20,1.530461238830292e-20,2.5018719649510633e-20,3.062244512961502e-20
115,8.625e-09,1.1327257723736588e-19,2.845031269614589e-20,4.0000067564389166e-20,4.482219697683084e-20,1.3420736983976737e-19,3.499523266854915e-20,4.739832534325788e-20,5.1813811827960266e-20,7.144388029936468e-20,1.5373255798160465e-20,2.5218001728876062e-20,3.0852622772328107e-20
116,8.7e-09,1.1419078649444784e-19,2.866233985068771e-20,4.029032502897909e-20,4.5238121614780995e-20,1.3530946299322795e-19,3.526591787118759e-20,4.77528922764908e-20,5.229065284554955e-20,7.199468091192406e-20,1.5468081423009245e-20,2.5379765860610884e-20,3.1146833628303975e-20
117,8.774999999999999e-09,1.1511755691300164e-19,2.885472565571952e-20,4.0617531565944124e-20,4.5645299691338e-20,1.3642402896018306e-19,3.551777679540987e-20,4.81429494328132e-20,5.276330273195999e-20,7.254622702185574e-20,1.5541637148096038e-20,2.558139391397718e-20,3.142319595978252e-20
118,8.85e-09,1.1603794841861937e-19,2.907236909402595e-20,4.093020417130397e-20,4.6035375153289334e-20,1.3752683725164291e-19,3.5792620576488954e-20,4.8518147586936166e-20,5.321606908821776e-20,7.310214123857405e-20,1.5644991620276624e-20,2.576913754202332e-20,3.168801207627415e-20
119,8.925e-09,1.1692049752064276e-19,2.9282848595925104e-20,4.1226134087875097e-20,4.641151483684257e-20,1.3859139420186275e-19,3.6060660814013186e-20,4.887425915471727e-20,5.365647423313224e-20,7.362103012828349e-20,1.574046207423739e-20,2.594482169846198e-20,3.19357463555841e-20
120,9e-09,1.1779312619425141e-19,2.950890764542947e-20,4.1549098966641235e-20,4.673511958218072e-20,1.3965275215498967e-19,3.634566247861627e-20,4.926082183396101e-20,5.404626784241241e-20,7.411656885472947e-20,1.5848751015839458e-20,2.6140715190726947e-20,3.212710264816305e-20
121,9.075e-09,1.186421345285665e-19,2.971479479330687e-20,4.184991129190077e-20,4.707742844335896e-20,1.4068835670727902e-19,3.6605768166601324e-20,4.962254832408967e-20,5.44600402165881e-20,7.459274919883445e-20,1.594630697908768e-20,2.6319818159226495e-20,3.23266240605203e-20
122,9.15e-09,1.194759813898221e-19,2.9891739626616e-20,4.218449534188599e-20,4.73997464213201e-20,1.4170662798631175e-19,3.6838973918430745e-20,5.001888517798121e-20,5.484876888989968e-20,7.505810742847674e-20,1.6010839859962683e-20,2.6531017212344114e-20,3.251625035616982e-20
