,"time, s","r_all, m^2","x_all, m^2","y_all, m^2","z_all, m^2","r_2, m^2","x_2, m^2","y_2, m^2","z_2, m^2","r_5, m^2","x_5, m^2","y_5, m^2","z_5, m^2"
218,1.635e-08,2.1305128098480794e-19,5.1005483324440745e-20,9.115024303672654e-20,7.08955546236406e-20,2.5398210420842113e-19,6.43085006801841e-20,1.0529860152850875e-19,8.43750019997284e-20,1.3126957755169e-19,2.442543106872699e-20,6.288115956584156e-20,4.3962986917121415e-20
219,1.6425e-08,2.1408704556098867e-19,5.1259325685687297e-20,9.168940847482128e-20,7.113831140048012e-20,2.552132150517004e-19,6.464207682194858e-20,1.0589197412133991e-19,8.467916410841196e-20,1.3191503112935202e-19,2.451996159897779e-20,6.331201656781255e-20,4.408305296256177e-20
220,1.65e-08,2.151438339284773e-19,5.151485214132247e-20,9.223763682735269e-20,7.139134495980208e-20,2.564593730987304e-19,6.497228690665888e-20,1.0649635817868e-19,8.499072801339155e-20,1.325934500004128e-19,2.4626266662925663e-20,6.374804318983747e-20,4.421914014764972e-20
221,1.6575e-08,2.1593089466193632e-19,5.1729469136245785e-20,9.272175781807565e-20,7.147966770761494e-20,2.5743895439626013e-19,6.526464138401827e-20,1.0703605724512178e-19,8.513825576712017e-20,1.3299584562245714e-19,2.4685560523997254e-20,6.412111658005174e-20,4.418916851840827e-20
222,1.665e-08,2.1689880634901664e-19,5.202148934707362e-20,9.329436398132501e-20,7.158295302061803e-20,2.586098023466508e-19,6.563710022530119e-20,1.0766832574273749e-19,8.53043763786123e-20,1.3355828114280602e-19,2.4816860580615027e-20,6.457451460256529e-20,4.4166905959625726e-20
223,1.6725e-08,2.1781859083025316e-19,5.22640693345743e-20,9.385753476097507e-20,7.169698673470384e-20,2.5972497836938595e-19,6.595825153867249e-20,1.0829224288758792e-19,8.547448394312544e-20,1.3408766416515056e-19,2.4902451375995233e-20,6.501631129705928e-20,4.4168901492095944e-20
224,1.6799999999999998e-08,2.1866145443311892e-19,5.2520962623322846e-20,9.439345771584803e-20,7.1747034093948e-20,2.6077014992434364e-19,6.629936663159542e-20,1.0888731152295676e-19,8.558347176979162e-20,1.3452630699655043e-19,2.4991065552106407e-20,6.543405840984754e-20,4.41011830345965e-20
225,1.6875e-08,2.194805368005735e-19,5.274754277910343e-20,9.496833043950322e-20,7.17646635819671e-20,2.617923957144095e-19,6.660564629501958e-20,1.0952515423547354e-19,8.566159518391644e-20,1.3493945932234337e-19,2.5058402355700688e-20,6.588311414403905e-20,4.3997942822603645e-20
226,1.695e-08,2.204244851857679e-19,5.297074849731242e-20,9.557727500410122e-20,7.187646168435423e-20,2.6294313059388225e-19,6.691209570887839e-20,1.1019716685030425e-19,8.583386803469958e-20,1.3547023859885178e-19,2.5115283267953043e-20,6.636604578795719e-20,4.398890954294149e-20
227,1.7025e-08,2.2134966607664675e-19,5.325873711036391e-20,9.613392518900138e-20,7.195700377728148e-20,2.640743977926508e-19,6.728301122760863e-20,1.1081634326083975e-19,8.597504330420247e-20,1.3598364938627153e-19,2.5237580036259554e-20,6.67977656431212e-20,4.394830370689065e-20
228,1.71e-08,2.220693568786547e-19,5.352539987989271e-20,9.656572778277459e-20,7.197822921598732e-20,2.6499625715158454e-19,6.763140210060051e-20,1.1130914323142884e-19,8.605571181955503e-20,1.362993979348906e-19,2.5340946224064546e-20,6.710769261876414e-20,4.3850759092061954e-20
229,1.7175e-08,2.2281578833811017e-19,5.3803734074024743e-20,9.70350027012174e-20,7.197705156286803e-20,2.6594854510650075e-19,6.799345661524502e-20,1.1184513010350144e-19,8.610995838775437e-20,1.366345184668923e-19,2.5452003293422615e-20,6.744367392673209e-20,4.373884124673761e-20
230,1.725e-08,2.2366866830280793e-19,5.406143403004783e-20,9.751395258269979e-20,7.209328169006024e-20,2.6699935389057023e-19,6.832830164325881e-20,1.1238509499595164e-19,8.628595725135977e-20,1.370919273725719e-19,2.555556377943307e-20,6.78007129562219e-20,4.373565063691683e-20
231,1.7325e-08,2.245003734056247e-19,5.434574202670511e-20,9.797336269424077e-20,7.218126868467891e-20,2.680265767421739e-19,6.869201902019002e-20,1.1290496763937232e-19,8.642959008261151e-20,1.3753297884841825e-19,2.5681208111988307e-20,6.813931609488606e-20,4.3712454641543905e-20
232,1.74e-08,2.253475933907796e-19,5.455474898567938e-20,9.846684008958629e-20,7.232600431551392e-20,2.690759579889312e-19,6.897908420971633e-20,1.134616495988017e-19,8.663522418041318e-20,1.379762711565822e-19,2.5734251067339967e-20,6.850650780847806e-20,4.3735512280764167e-20
233,1.7475e-08,2.260605151613073e-19,5.47704318417615e-20,9.891031623342879e-20,7.237976708611677e-20,2.699832751061254e-19,6.927293177538913e-20,1.1396802580037249e-19,8.674231753036393e-20,1.3830078191218763e-19,2.5793757169689173e-20,6.882430668853945e-20,4.3682718053959004e-20
234,1.7549999999999998e-08,2.265166278565733e-19,5.50073248161747e-20,9.93530153693045e-20,7.215628767109406e-20,2.706322607863145e-19,6.958883330938437e-20,1.144712709410295e-19,8.657215653590079e-20,1.3837152534265638e-19,2.587278733853115e-20,6.914603206876799e-20,4.3352705935357286e-20
235,1.7625e-08,2.272202011557113e-19,5.52567794227916e-20,9.984788552681323e-20,7.211553620610665e-20,2.715261857846463e-19,6.9915764798569e-20,1.1502750263550647e-19,8.658291835057073e-20,1.3869476702407018e-19,2.5967439502048983e-20,6.9518298999092e-20,4.320902852292924e-20
236,1.77e-08,2.2785140985130617e-19,5.54645840031354e-20,1.003471705601024e-19,7.203965528806848e-20,2.7235259321803992e-19,7.019782518112397e-20,1.1559054512770723e-19,8.656422290920875e-20,1.3893595949160185e-19,2.6026877508833827e-20,6.989019364084511e-20,4.3018888341922874e-20
237,1.7775e-08,2.286223862413096e-19,5.566202916117804e-20,1.0078056148541717e-19,7.217979559471443e-20,2.7332112314827114e-19,7.047403704105273e-20,1.1608744656498877e-19,8.675963954222949e-20,1.3931221464790835e-19,2.6066943104318984e-20,7.019668758619483e-20,4.304858395739453e-20
238,1.785e-08,2.2937284940465673e-19,5.578550193404811e-20,1.0124736304254867e-19,7.233998442805991e-20,2.742699231443247e-19,7.0674133050549e-20,1.1661673120378324e-19,8.697905888999241e-20,1.3966639152246884e-19,2.6037319058695858e-20,7.053864501726965e-20,4.3090427446503384e-20
239,1.7925e-08,2.3011768055190123e-19,5.596803505696466e-20,1.0165721382144629e-19,7.249243167349029e-20,2.752178654329131e-19,7.094023905712195e-20,1.1708807268031714e-19,8.718955369547395e-20,1.4000539708847318e-19,2.6052869642587945e-20,7.082563449991328e-20,4.312689294597199e-20
240,1.8e-08,2.3076194337913887e-19,5.616160009801358e-20,1.0205181158908319e-19,7.25485316920421e-20,2.76060024535585e-19,7.121388063913753e-20,1.1754542973435627e-19,8.73007141620911e-20,1.4025425388100547e-19,2.6086438001197663e-20,7.109483627147702e-20,4.307297960833078e-20
241,1.8075e-08,2.311693163622392e-19,5.629892745264284e-20,1.0226056335773409e-19,7.26098255518624e-20,2.7665528511835356e-19,7.142795407619373e-20,1.1780998702378225e-19,8.741734401837766e-20,1.4028621863273759e-19,2.6070423085665272e-20,7.119208599373553e-20,4.302370955333674e-20
242,1.815e-08,2.316370676650515e-19,5.645629296142846e-20,1.0248693969012712e-19,7.269383501349596e-20,2.7732076618527055e-19,7.166699064557422e-20,1.180945868878845e-19,8.755918865181179e-20,1.4035889659828574e-19,2.6064605987051322e-20,7.13021289805454e-20,4.299216163068901e-20
243,1.8225e-08,2.3225462237676147e-19,5.660831308527014e-20,1.0276471395808542e-19,7.288159533340585e-20,2.781388304565769e-19,7.190740111962951e-20,1.184305640471343e-19,8.780086528981292e-20,1.4057582381103645e-19,2.6040018047868362e-20,7.146361114344263e-20,4.3072194619725456e-20
244,1.83e-08,2.3274958049592777e-19,5.676596411029106e-20,1.0296061098588492e-19,7.302300539975167e-20,2.7882519582883517e-19,7.214527288812832e-20,1.1868600421491272e-19,8.799391872579406e-20,1.4068834126630956e-19,2.6037384267073108e-20,7.154053818647957e-20,4.311041881275676e-20
245,1.8375e-08,2.3327440384856587e-19,5.69586452224583e-20,1.0315967708167709e-19,7.315608154443042e-20,2.7953358258812736e-19,7.241965799013424e-20,1.1893642950300883e-19,8.817749509498425e-20,1.4084639632791857e-19,2.6066816977668453e-20,7.16369862085865e-20,4.314259314166362e-20
246,1.845e-08,2.3379346544213845e-19,5.716130639610977e-20,1.0337134638519289e-19,7.326081266083569e-20,2.802352961638891e-19,7.270116612792795e-20,1.1919768718966882e-19,8.83364428462923e-20,1.4100051069926533e-19,2.6111938221012097e-20,7.17495755981248e-20,4.3138996880128475e-20
247,1.8525e-08,2.3434278524222594e-19,5.734977769412882e-20,1.0358487015913445e-19,7.340813738896255e-20,2.809715214151613e-19,7.297004962632073e-20,1.1946555036272028e-19,8.853592142612021e-20,1.411763846466926e-19,2.6139742173362496e-20,7.185452670548532e-20,4.3182115767844766e-20
248,1.86e-08,2.3494078736162983e-19,5.75421096749526e-20,1.0379688009174621e-19,7.360179759493107e-20,2.817572997039478e-19,7.324403092821832e-20,1.1973318616209193e-19,8.878008261363746e-20,1.4139920117766253e-19,2.6168934983368854e-20,7.195539354884841e-20,4.3274872645445324e-20
249,1.8675e-08,2.3546423402614776e-19,5.769259402360035e-20,1.0403515859133499e-19,7.373648141121246e-20,2.8246518508406484e-19,7.347190166750933e-20,1.2002267875893426e-19,8.897060465762135e-20,1.4155413064284839e-19,2.6164797696024468e-20,7.209134388146354e-20,4.329798906536032e-20
250,1.875e-08,2.3596881902348337e-19,5.785291361796396e-20,1.0424987492545256e-19,7.386603048006692e-20,2.8315843829363065e-19,7.371190256066844e-20,1.2029043500077798e-19,8.915610073218412e-20,1.4168174770832605e-19,2.616591032033352e-20,7.22000839936988e-20,4.3315753394293735e-20
251,1.8825e-08,2.364981704094427e-19,5.800268722808186e-20,1.0444318411505517e-19,7.405229906630558e-20,2.8386593758527123e-19,7.393150547895555e-20,1.2053998448280485e-19,8.939444762351076e-20,1.41855151228051e-19,2.617616169948079e-20,7.228102244277416e-20,4.339796708579607e-20
252,1.89e-08,2.370866036339364e-19,5.820757454179687e-20,1.0464421586745679e-19,7.423481322468284e-20,2.8463263505120307e-19,7.421069258334945e-20,1.207909922031798e-19,8.963095026467364e-20,1.4208740414201528e-19,2.6232594548616488e-20,7.238219986854142e-20,4.347260972485738e-20
253,1.8975e-08,2.3754571251989445e-19,5.83790144812794e-20,1.0491618029777767e-19,7.425051774083732e-20,2.8527264884144656e-19,7.445279926620154e-20,1.2111666483466592e-19,8.970318474057906e-20,1.42185056549293e-19,2.6262839022343246e-20,7.254685279536213e-20,4.3375364731587733e-20
254,1.905e-08,2.3774622617043904e-19,5.856471979291784e-20,1.0513419657582489e-19,7.404730980169629e-20,2.8566123397642324e-19,7.47100271715344e-20,1.2139183598294072e-19,8.955937082194815e-20,1.4200979455809152e-19,2.6305638839158622e-20,7.265067096356006e-20,4.305348475537283e-20
255,1.9125e-08,2.3789471302364827e-19,5.874559332012549e-20,1.0534004321591826e-19,7.380907648760441e-20,2.8599805499139194e-19,7.496316166994496e-20,1.2165166486352649e-19,8.938322845792031e-20,1.4178198092794196e-19,2.6342131558669797e-20,7.274865855673242e-20,4.269119081253961e-20
256,1.92e-08,2.381483948963547e-19,5.895043624809816e-20,1.0558509017346855e-19,7.3612868474788e-20,2.864418352305945e-19,7.524326803197967e-20,1.2195293477178062e-19,8.924563242683434e-20,1.4165583735352801e-19,2.6396594617413e-20,7.288136942332568e-20,4.2377873312789437e-20
257,1.9275e-08,2.383757332204541e-19,5.909368759449762e-20,1.0588686201304527e-19,7.339518361291132e-20,2.8685910534612384e-19,7.545998290328501e-20,1.2231241345046617e-19,8.908670899237264e-20,1.4150368305529803e-19,2.6393062397447777e-20,7.306784029335486e-20,4.204278036449546e-20
258,1.935e-08,2.386300242011997e-19,5.925921549006385e-20,1.0619086415181515e-19,7.31799445593208e-20,2.873020725230155e-19,7.569918713977972e-20,1.226669590732213e-19,8.893592631001452e-20,1.413809901519469e-19,2.6411381510260635e-20,7.32708541818961e-20,4.1698754459790217e-20
259,1.9425e-08,2.38989681260997e-19,5.943797934799829e-20,1.0651683146001567e-19,7.30348704529829e-20,2.878581898127314e-19,7.595079736601926e-20,1.230505113536554e-19,8.885688109305688e-20,1.4134811046329306e-19,2.6444594909647967e-20,7.348176401627852e-20,4.1421751537366465e-20
260,1.95e-08,2.3923514389570827e-19,5.962297096477224e-20,1.0681565200194914e-19,7.27965209289869e-20,2.8829502853032606e-19,7.621033449736756e-20,1.2340582337139207e-19,8.867887066156676e-20,1.4121119471364894e-19,2.6480641093981185e-20,7.366771194151913e-20,4.10628416781487e-20
261,1.9574999999999998e-08,2.3943526153216e-19,5.980761984364294e-20,1.071362265696621e-19,7.249141511885497e-20,2.8868586469432225e-19,7.646657244651731e-20,1.237857319165109e-19,8.84335603312941e-20,1.4103024779213664e-19,2.652225165469673e-20,7.386973444109513e-20,4.063826169634475e-20
262,1.965e-08,2.3963627331802287e-19,6.005099196782558e-20,1.0739021448056666e-19,7.21950668696307e-20,2.8908395891682175e-19,7.678081003138231e-20,1.2410619353933487e-19,8.819695534610456e-20,1.4083747963136028e-19,2.6624031266617453e-20,7.399090475962925e-20,4.022254360511364e-20
263,1.9725e-08,2.3983389239112125e-19,6.025684697537723e-20,1.0770107106836004e-19,7.187597434738398e-20,2.894770455091776e-19,7.706297229025807e-20,1.2447595274060394e-19,8.793812047831573e-20,1.40644545438442e-19,2.6677420809121157e-20,7.418407116463847e-20,3.9783053464682385e-20
264,1.98e-08,2.4006481265282988e-19,6.044272551132354e-20,1.0805397297308638e-19,7.156811416841997e-20,2.898940198971672e-19,7.732037880991777e-20,1.2488741024393291e-19,8.768623084331672e-20,1.4050372083455392e-19,2.672038308073391e-20,7.441997623856292e-20,3.936336151525705e-20
265,1.9875e-08,2.403389056591945e-19,6.064672697604105e-20,1.0841636424826417e-19,7.127581443488938e-20,2.903584187595163e-19,7.759510075477214e-20,1.253093635573298e-19,8.745395444741446e-20,1.4039757382007517e-19,2.678308171111547e-20,7.466335976940852e-20,3.895113233955113e-20
266,1.995e-08,2.4057465945004343e-19,6.083253504670436e-20,1.0882343591382352e-19,7.091868848951557e-20,2.907873916215211e-19,7.785315568608185e-20,1.2577527354221154e-19,8.715896239322773e-20,1.4024726684961038e-19,2.6824537167635567e-20,7.495286971491548e-20,3.8469859967059394e-20
267,2.0025e-08,2.409144656018525e-19,6.104911245798804e-20,1.0921853650414999e-19,7.064681663971456e-20,2.913151468962716e-19,7.814333104782691e-20,1.262283674238989e-19,8.69434484245457e-20,1.4021154184366778e-19,2.6894062423993668e-20,7.523209699066707e-20,3.8085382429007083e-20
268,2.01e-08,2.4152636844591033e-19,6.124101475123719e-20,1.095695968784045e-19,7.071575681626876e-20,2.9210844125343037e-19,7.840870352699717e-20,1.2663182469088708e-19,8.706791303554612e-20,1.4046101594182237e-19,2.6939167841857396e-20,7.547846591713543e-20,3.8043382182829607e-20
269,2.0175e-08,2.4229490296724156e-19,6.148107552386953e-20,1.0994742611858063e-19,7.086640132479139e-20,2.930687134075209e-19,7.872582823596295e-20,1.2706596827259147e-19,8.727691689896647e-20,1.4084644968519904e-19,2.702525125732348e-20,7.574377646320344e-20,3.807742196467209e-20
270,2.025e-08,2.4297925145054168e-19,6.169134627990813e-20,1.1033522492874375e-19,7.095268024188983e-20,2.9394614745607983e-19,7.900842218640767e-20,1.2751204851374795e-19,8.742567675592426e-20,1.411450041582259e-19,2.7091016880788933e-20,7.60151262422994e-20,3.80388610351375e-20
271,2.0325e-08,2.4341107290059937e-19,6.187229583180449e-20,1.1049026874078677e-19,7.104850832800818e-20,2.945655076627231e-19,7.926151876325769e-20,1.2772270565622757e-19,8.758128324323797e-20,1.4120211438174686e-19,2.7127813294936104e-20,7.605905201325568e-20,3.8015249073555057e-20
272,2.04e-08,2.439110793391286e-19,6.207141780982907e-20,1.1069938268325789e-19,7.114027884604163e-20,2.952513221296819e-19,7.953420307379635e-20,1.2798927701098047e-19,8.772784204490521e-20,1.4133086766972225e-19,2.7179954284363214e-20,7.61533633526716e-20,3.7997550032687483e-20
273,2.0475e-08,2.443656434604422e-19,6.227037701495821e-20,1.1085389869790774e-19,7.124136774757641e-20,2.9589174927128207e-19,7.98024045273844e-20,1.28202319582474e-19,8.788702516142357e-20,1.4141406876417496e-19,2.7240564231341023e-20,7.619094056331545e-20,3.7982563969518384e-20
274,2.055e-08,2.4483544231197884e-19,6.247277209374623e-20,1.1104645354035578e-19,7.131621667787692e-20,2.9654750259108894e-19,8.00753402930107e-20,1.2845116407467645e-19,8.802099822340185e-20,1.4151232187149141e-19,2.730201571123144e-20,7.627102604697677e-20,3.793928011328323e-20
275,2.0625e-08,2.4539697296511353e-19,6.269450956049693e-20,1.1125687712024077e-19,7.144558628437572e-20,2.972920588506668e-19,8.0371330177601e-20,1.2871252755431373e-19,8.82082011187518e-20,1.4170815878362758e-19,2.7375393366556565e-20,7.637966931934903e-20,3.79530960977221e-20
276,2.07e-08,2.4581701536659136e-19,6.284352174723918e-20,1.114640579245495e-19,7.150943569480266e-20,2.978977978069648e-19,8.059126638228376e-20,1.289752966620309e-19,8.833123476264996e-20,1.4175717076404852e-19,2.7382696040890255e-20,7.647578208774579e-20,3.7898692635412484e-20
277,2.0775e-08,2.465155166511305e-19,6.307974159179958e-20,1.1169683008995168e-19,7.17389449693793e-20,2.9878730439060637e-19,8.090020732996246e-20,1.2926645274406364e-19,8.86206443165802e-20,1.4207403450760777e-19,2.747361571261872e-20,7.659190045097414e-20,3.800851834401497e-20
278,2.085e-08,2.471576435908173e-19,6.328746450203932e-20,1.1186670455785292e-19,7.200347453092511e-20,2.9960512442772786e-19,8.11774183603723e-20,1.2948868228742896e-19,8.893902377992678e-20,1.4236511840300591e-19,2.7542498101502925e-20,7.66571670239542e-20,3.816545327754886e-20
279,2.0925e-08,2.4778372267432685e-19,6.349408968351172e-20,1.1201916167459015e-19,7.227047131622512e-20,3.0040931005449897e-19,8.145872380882786e-20,1.2969110182855323e-19,8.925948441711794e-20,1.4263533226433481e-19,2.759990860890542e-20,7.670979687477716e-20,3.83256267806522e-20
280,2.1e-08,2.4831093900724314e-19,6.366651579355394e-20,1.1219852222888409e-19,7.244590098480512e-20,3.0111408068212866e-19,8.169980149912806e-20,1.2992500696023877e-19,8.948927222276198e-20,1.4280778679355585e-19,2.763516564354947e-20,7.678017480666581e-20,3.839244634334057e-20
281,2.1075e-08,2.4889610300696765e-19,6.390454355834125e-20,1.1244881465641167e-19,7.254274479221479e-20,3.0187891673190488e-19,8.200770933197051e-20,1.3022680926259506e-19,8.964439813733918e-20,1.4303395761515045e-19,2.773356975673437e-20,7.692754808976038e-20,3.837283976865563e-20
282,2.115e-08,2.494022787708706e-19,6.406845075127819e-20,1.126176111303381e-19,7.27162168892542e-20,3.0256303064220354e-19,8.224244778907648e-20,1.304476942859346e-19,8.987288856719267e-20,1.4318460462170317e-19,2.775595276364617e-20,7.699226920030868e-20,3.8436382657748307e-20
283,2.1225e-08,2.4988926408171327e-19,6.426902915104633e-20,1.1275322403653119e-19,7.286701089413562e-20,3.0323251803528355e-19,8.251364482002772e-20,1.306336697728066e-19,9.008520344244935e-20,1.4330694221744994e-19,2.7815431828062016e-20,7.702725530955893e-20,3.846425507982901e-20
284,2.13e-08,2.5028546088955464e-19,6.438958483478797e-20,1.1298163486678525e-19,7.291424118798134e-20,3.0380232124299443e-19,8.269252600937595e-20,1.3091413985226712e-19,9.019565538135138e-20,1.4335626530055268e-19,2.7819450417593644e-20,7.715164931962132e-20,3.83851655633378e-20
285,2.1375e-08,2.505705074698276e-19,6.458047559836643e-20,1.1303704811944126e-19,7.295298375201989e-20,3.042600555779061e-19,8.294878785357573e-20,1.3101854674621043e-19,9.029272097812006e-20,1.432962736523188e-19,2.787972669782134e-20,7.710917098040821e-20,3.830737597408929e-20
286,2.145e-08,2.508921684470417e-19,6.478053595596018e-20,1.131159831553553e-19,7.299564933572627e-20,3.047582300861177e-19,8.321449908041622e-20,1.3115305731673458e-19,9.039067368896683e-20,1.4326525232052859e-19,2.794861354127548e-20,7.707706349306821e-20,3.8239575286184994e-20
287,2.1525e-08,2.513052060708777e-19,6.496050698149071e-20,1.132555886823589e-19,7.308911040702819e-20,3.053481729934763e-19,8.346524861607071e-20,1.3134356793038815e-19,9.053935644701729e-20,1.4332482489545165e-19,2.7987165785835636e-20,7.711495827076925e-20,3.8222700838846726e-20
288,2.16e-08,2.5175412426054155e-19,6.515696503705011e-20,1.1334019923449823e-19,7.32569599889932e-20,3.0597864004054844e-19,8.372834579057119e-20,1.314849134552021e-19,9.076538079477506e-20,1.4341099995791043e-19,2.805047575804208e-20,7.708620968805278e-20,3.827431451181557e-20
289,2.1675e-08,2.522161307980197e-19,6.531535848009691e-20,1.1333514696892483e-19,7.356562534899788e-20,3.066095807869501e-19,8.394988623300858e-20,1.315272140596768e-19,9.11324804942648e-20,1.4353546802716863e-19,2.8082698536291117e-20,7.698654416845773e-20,3.846622532241967e-20
290,2.175e-08,2.5262741791309453e-19,6.549738249783177e-20,1.1338924511727519e-19,7.374079029798767e-20,3.071923809842572e-19,8.419347943109906e-20,1.316286243995665e-19,9.13702771535916e-20,1.4360406396426753e-19,2.814170444561971e-20,7.694611034035299e-20,3.85162491782948e-20
291,2.1825e-08,2.530441668110053e-19,6.570311249511619e-20,1.1346845159218118e-19,7.387260272370796e-20,3.077848868745062e-19,8.445939792310048e-20,1.31761528013355e-19,9.156396093805059e-20,1.4366964215287785e-19,2.822717500912406e-20,7.691802741471871e-20,3.852443972903507e-20
292,2.19e-08,2.5338715367546013e-19,6.587280622056198e-20,1.135304186891963e-19,7.398392876570191e-20,3.082989867307159e-19,8.469239010892751e-20,1.318720840127643e-19,9.173451260902393e-20,1.43670737238885e-19,2.8270395443612737e-20,7.688291160714546e-20,3.8517430188126805e-20
293,2.1975e-08,2.5375310223708343e-19,6.603621221026067e-20,1.1362903349360214e-19,7.40878565332207e-20,3.08828795725746e-19,8.491622407624982e-20,1.320179741118912e-19,9.189459753760487e-20,1.4370928497360386e-19,2.8313063501458086e-20,7.688706815666923e-20,3.850915331547658e-20
294,2.205e-08,2.541807069165036e-19,6.625223564824513e-20,1.136681669864933e-19,7.426030428176508e-20,3.0943077921570483e-19,8.519586674844685e-20,1.321068285399031e-19,9.2128083927355e-20,1.4378847261556019e-19,2.8401972727334297e-20,7.682685689052036e-20,3.8559642997705564e-20
295,2.2125e-08,2.5452688570629463e-19,6.644615351499961e-20,1.1369334355637894e-19,7.438738863491618e-20,3.0996077155914915e-19,8.545564664933807e-20,1.3218789668557316e-19,9.231722822423793e-20,1.437673833088923e-19,2.846429516260081e-20,7.674035947207078e-20,3.856272867422065e-20
296,2.22e-08,2.5479938269817243e-19,6.660978571010232e-20,1.1369556866692356e-19,7.449402832114646e-20,3.104042629477984e-19,8.56822007763911e-20,1.3223706687969192e-19,9.248499529171546e-20,1.436982254806578e-19,2.850220638820105e-20,7.66487861050838e-20,3.8547232987372964e-20
297,2.2275e-08,2.551385078035565e-19,6.679826102108147e-20,1.13759206608512e-19,7.458104017396304e-20,3.1092021754729423e-19,8.593625427075125e-20,1.3235412251319255e-19,9.262984076335055e-20,1.4368403696792415e-19,2.855965341480776e-20,7.660569299427744e-20,3.8518690558838936e-20
298,2.2349999999999998e-08,2.554229708038396e-19,6.69833500071299e-20,1.1375736570273852e-19,7.468225509397118e-20,3.113814928617946e-19,8.618637259150854e-20,1.3240560376360102e-19,9.278951650668501e-20,1.43615220676324e-19,2.8614810741857616e-20,7.649731192097612e-20,3.8503098013490264e-20
299,2.2425e-08,2.561480659069689e-19,6.716450398396997e-20,1.1413056094533703e-19,7.485300097766197e-20,3.1229200980655344e-19,8.642928133894847e-20,1.328394174403114e-19,9.302331102729365e-20,1.4396983424822875e-19,2.867257579228433e-20,7.674938869073017e-20,3.8547869765214216e-20
300,2.25e-08,2.5668038815507074e-19,6.729470553033663e-20,1.1438816107971564e-19,7.499752154501849e-20,3.1300537568631194e-19,8.662223085820359e-20,1.3315108826574082e-19,9.323205656236758e-20,1.4414042283386002e-19,2.8677403947508766e-20,7.68989530498252e-20,3.8564065836526024e-20
301,2.2575e-08,2.5737829561169222e-19,6.743788525285093e-20,1.148329021618935e-19,7.510750819694776e-20,3.139046465429386e-19,8.683391846811917e-20,1.336602038427897e-19,9.341052423202956e-20,1.444359967783624e-19,2.868370169968816e-20,7.721507087369659e-20,3.853722420497766e-20
302,2.265e-08,2.5787638669806065e-19,6.75935833248186e-20,1.1513632456746362e-19,7.514647880577848e-20,3.1459687123831685e-19,8.70535712302471e-20,1.3402659746486104e-19,9.351670254320852e-20,1.4454619981391611e-19,2.8711615302839243e-20,7.739267383692137e-20,3.84419106741555e-20
303,2.2725e-08,2.584398470013314e-19,6.779721625966735e-20,1.1540259547763867e-19,7.52400352640255e-20,3.153441351925167e-19,8.732094850534693e-20,1.343491546422486e-19,9.367403204492135e-20,1.447424118068339e-19,2.878788405785034e-20,7.754648214678703e-20,3.840804560219645e-20
304,2.28e-08,2.5900299533838735e-19,6.795527082797913e-20,1.157639196298016e-19,7.528380488060665e-20,3.160922082263424e-19,8.7544384161804e-20,1.3476275546762231e-19,9.378506859691582e-20,1.4493607193139942e-19,2.8815304147309635e-20,7.78033550554058e-20,3.831741272868409e-20
305,2.2875e-08,2.5949686323200565e-19,6.81064717893954e-20,1.1606034110718672e-19,7.533005033542355e-20,3.1675838098773254e-19,8.775451609775015e-20,1.3511270460191504e-19,9.389116028806736e-20,1.4508566662241833e-19,2.884875825922561e-20,7.799282576518069e-20,3.8244082598012104e-20
306,2.295e-08,2.60074081410794e-19,6.828874055624055e-20,1.1636267366780137e-19,7.542266718675204e-20,3.175194883166929e-19,8.800320177419568e-20,1.354704114871934e-19,9.404587505530394e-20,1.4529546565935916e-19,2.889832292739665e-20,7.818451782944592e-20,3.821262490251648e-20
307,2.3025e-08,2.6074095141656557e-19,6.842567266099383e-20,1.167392253912564e-19,7.557605336431526e-20,3.1836678074506606e-19,8.819901325651626e-20,1.3590627696983566e-19,9.426149051871424e-20,1.456018432074714e-19,2.8917611275799586e-20,7.844255788171232e-20,3.8241674049959544e-20
308,2.31e-08,2.6126214514575382e-19,6.856062530785321e-20,1.1703153493356004e-19,7.566998490434052e-20,3.19070336812549e-19,8.840125338573718e-20,1.3625433635800418e-19,9.44147470688076e-20,1.4575866843651262e-19,2.891812037879993e-20,7.862347661870388e-20,3.82170714390088e-20
309,2.3175e-08,2.61757492751971e-19,6.86663270131128e-20,1.1729621155182887e-19,7.579495418702942e-20,3.1974150770316793e-19,8.857008313668742e-20,1.3657819518529223e-19,9.459322938118824e-20,1.4590271287877907e-19,2.8897689289642336e-20,7.876990440918627e-20,3.8235119179950464e-20
310,2.325e-08,2.6229165309724033e-19,6.886652876751556e-20,1.1758416211660938e-19,7.584096221311548e-20,3.204576134372043e-19,8.883986704454166e-20,1.369198370952028e-19,9.469790929745974e-20,1.4607333780860172e-19,2.895886263978561e-20,7.89505771496151e-20,3.8163898019201065e-20
311,2.3325e-08,2.6284296323862163e-19,6.90213165336613e-20,1.1793603867713987e-19,7.588560802782054e-20,3.2118337214791206e-19,8.90597532451058e-20,1.3732256241823904e-19,9.480105648456728e-20,1.4627609153119164e-19,2.898358068247415e-20,7.920085549912342e-20,3.8091655349594113e-20
312,2.34e-08,2.633933277748886e-19,6.917453474616315e-20,1.182829254943284e-19,7.593586753439713e-20,3.2191643701195815e-19,8.927666970106482e-20,1.3772482353958487e-19,9.491494377130838e-20,1.4646141224847845e-19,2.900952681869339e-20,7.943710186093519e-20,3.801478356884985e-20
